record_id,timestamp,plant,production_line,machine_id,electricity_kWh,gas_m3,compressed_air_m3,water_liters,steam_kg,peak_demand_kW,power_factor,reactive_power_kVAR,carbon_kg_CO2e,energy_intensity_kWh_unit,tariff_rate_USD_kWh,energy_cost_USD,shift,operating_mode
ENG-000144,2024-01-06 23:00:00,Plant-B,LINE-8,MCH-004,112.588,22.143,76.25,514.4,220.8,161.83,0.9003,43.68,32.648,0.6899,0.16,16.12,Afternoon,Production
ENG-000145,2024-01-07 00:00:05,Plant-A,LINE-8,MCH-021,140.157,1.955,94.71,541.0,212.41,211.82,0.9154,39.52,52.998,0.7344,0.1,21.15,Night,Maintenance
ENG-000146,2024-01-07 01:00:16,Plant-C,LINE-1,MCH-024,105.503,6.653,83.43,583.6,178.56,133.12,0.8718,25.25,39.067,0.7435,0.13,17.71,Morning,Production
ENG-000147,2024-01-07 02:00:11,Plant-C,LINE-4,MCH-026,147.705,7.086,97.6,424.1,203.54,224.64,0.8574,22.93,69.747,0.3917,0.1,4.52,Afternoon,Idle
ENG-000148,2024-01-07 03:00:22,Plant-C,LINE-1,MCH-018,130.974,25.435,100.0,626.7,233.81,212.61,0.9647,27.0,64.412,0.8356,0.13,18.99,Afternoon,Production
ENG-000149,2024-01-07 04:00:18,Plant-A,LINE-9,MCH-017,116.869,13.927,61.82,490.1,187.97,153.24,0.947,23.25,51.455,0.7783,0.13,15.22,Night,Standby
ENG-000150,2024-01-07 05:00:28,Plant-B,LINE-1,MCH-013,143.611,17.964,76.69,311.3,120.78,241.72,0.9999,44.95,61.575,0.5307,0.1,13.05,Night,Production
ENG-000151,2024-01-07 06:00:11,Plant-B,LINE-2,MCH-004,123.655,8.083,89.37,606.1,237.75,175.59,0.9473,31.5,79.263,0.8035,0.13,7.18,Night,Production
ENG-000152,2024-01-07 07:00:06,Plant-C,LINE-1,MCH-033,90.358,5.784,84.79,612.4,318.93,224.43,0.9879,35.65,58.567,0.7732,0.16,14.73,Morning,Production
ENG-000153,2024-01-07 08:00:22,Plant-B,LINE-3,MCH-041,134.013,14.643,66.42,427.8,146.4,210.21,0.8869,44.5,42.981,0.6545,0.1,15.19,Afternoon,Production
ENG-000154,2024-01-07 09:00:26,Plant-C,LINE-9,MCH-032,132.887,18.08,90.92,372.4,230.29,177.64,0.9876,32.66,71.566,1.1195,0.1,17.8,Night,Production
ENG-000155,2024-01-07 10:00:28,Plant-B,LINE-8,MCH-049,147.112,17.778,70.35,459.8,83.54,216.12,0.8951,25.14,57.395,1.0827,0.1,21.18,Night,Production
ENG-000156,2024-01-07 11:00:30,Plant-C,LINE-5,MCH-034,145.165,12.239,92.62,195.7,235.76,247.82,0.9431,43.7,41.477,1.073,0.1,14.01,Morning,Standby
ENG-000157,2024-01-07 12:00:17,Plant-C,LINE-3,MCH-014,114.594,8.074,81.94,450.5,166.5,194.08,1.0,21.93,51.864,0.7776,0.13,20.34,Afternoon,Standby
ENG-000158,2024-01-07 13:00:17,Plant-C,LINE-8,MCH-022,90.854,10.736,96.81,635.7,121.75,188.87,0.9868,52.17,48.946,1.256,0.1,8.22,Night,Production
ENG-000159,2024-01-07 14:00:23,Plant-C,LINE-2,MCH-049,175.055,15.325,70.56,816.5,236.58,191.45,0.8688,21.59,79.265,0.5123,0.08,13.46,Night,Production
ENG-000160,2024-01-07 15:00:15,Plant-B,LINE-2,MCH-030,153.757,24.606,69.25,442.7,156.38,177.62,0.8282,16.54,47.124,0.8749,0.16,17.18,Night,Production
ENG-000161,2024-01-07 16:00:10,Plant-C,LINE-10,MCH-005,107.317,12.561,86.59,585.7,209.89,203.62,0.8908,28.76,57.584,1.2542,0.1,15.59,Afternoon,Maintenance
ENG-000162,2024-01-07 17:00:11,Plant-C,LINE-2,MCH-044,129.707,25.069,76.86,463.9,191.65,193.32,0.8779,26.95,59.24,1.0713,0.08,22.56,Afternoon,Production
ENG-000163,2024-01-07 18:00:19,Plant-C,LINE-8,MCH-037,124.922,17.122,94.57,91.8,152.01,159.31,0.9412,32.01,57.28,1.0191,0.08,8.63,Afternoon,Production
ENG-000164,2024-01-07 19:00:20,Plant-B,LINE-5,MCH-041,111.134,19.554,92.47,488.1,236.69,180.49,0.9859,42.49,82.451,0.9954,0.13,6.53,Afternoon,Production
ENG-000165,2024-01-07 20:00:28,Plant-B,LINE-10,MCH-030,123.914,17.264,115.66,404.8,279.49,172.99,0.8517,28.39,64.376,1.0295,0.13,16.61,Afternoon,Production
ENG-000166,2024-01-07 21:00:17,Plant-B,LINE-3,MCH-001,145.291,17.761,114.14,848.6,111.75,132.73,0.9201,36.8,60.94,0.7744,0.16,10.07,Night,Production
ENG-000167,2024-01-07 22:00:15,Plant-A,LINE-8,MCH-040,82.026,18.231,54.1,521.1,187.82,266.68,0.8442,15.5,41.402,0.6276,0.16,10.3,Night,Standby
ENG-000168,2024-01-07 23:00:29,Plant-C,LINE-1,MCH-037,102.388,21.778,84.72,363.3,60.48,190.05,0.9914,20.56,78.615,1.0474,0.16,9.02,Night,Maintenance
ENG-000169,2024-01-08 00:00:10,Plant-B,LINE-3,MCH-005,92.418,21.937,56.36,516.8,275.94,197.04,0.9462,7.76,24.455,0.639,0.13,9.52,Night,Production
ENG-000170,2024-01-08 01:00:18,Plant-B,LINE-8,MCH-023,110.495,19.144,67.83,496.3,172.79,151.92,0.7924,26.5,80.791,1.0014,0.1,20.24,Night,Production
ENG-000171,2024-01-08 02:00:29,Plant-B,LINE-2,MCH-014,125.67,17.788,33.93,673.8,322.58,164.24,0.9374,25.48,73.402,0.8286,0.1,24.57,Night,Idle
ENG-000172,2024-01-08 03:00:23,Plant-B,LINE-10,MCH-037,131.234,20.433,98.14,523.2,187.78,131.57,0.856,30.2,64.771,0.8367,0.13,14.94,Night,Production
ENG-000173,2024-01-08 04:00:05,Plant-A,LINE-6,MCH-040,141.036,19.294,79.95,703.9,258.41,122.93,0.7727,30.85,50.048,0.4765,0.13,9.36,Morning,Production
ENG-000174,2024-01-08 05:00:01,Plant-A,LINE-10,MCH-020,46.815,25.744,40.4,642.2,135.93,185.45,0.91,34.81,41.778,0.7782,0.16,13.02,Morning,Production
ENG-000175,2024-01-08 06:00:08,Plant-B,LINE-8,MCH-036,67.749,11.401,77.48,490.7,57.97,212.26,0.9446,34.82,40.345,0.9143,0.1,9.84,Afternoon,Idle
ENG-000176,2024-01-08 07:00:23,Plant-A,LINE-3,MCH-025,63.399,9.69,72.11,378.7,194.92,229.33,0.9279,25.31,91.937,1.1528,0.16,8.84,Afternoon,Production
ENG-000177,2024-01-08 08:00:02,Plant-A,LINE-2,MCH-010,101.282,17.911,59.63,280.5,121.39,147.41,0.9107,30.95,49.85,0.8272,0.13,10.88,Night,Production
ENG-000178,2024-01-08 09:00:21,Plant-C,LINE-1,MCH-022,66.629,15.417,77.91,431.6,225.84,219.91,0.9327,19.11,68.606,0.8403,0.1,22.48,Morning,Production
ENG-000179,2024-01-08 10:00:11,Plant-B,LINE-2,MCH-032,94.737,18.048,56.79,365.0,312.53,194.15,0.9084,45.28,62.026,0.5273,0.13,10.4,Morning,Production
ENG-000180,2024-01-08 11:00:28,Plant-C,LINE-2,MCH-005,133.587,15.826,105.27,585.7,203.79,168.88,0.9392,25.45,72.994,0.8217,0.08,13.14,Night,Production
ENG-000181,2024-01-08 12:00:10,Plant-A,LINE-10,MCH-045,121.157,21.98,68.59,392.4,229.08,108.83,0.9335,29.6,54.432,0.816,0.16,5.71,Afternoon,Production
ENG-000182,2024-01-08 13:00:05,Plant-B,LINE-3,MCH-004,134.056,10.816,94.92,327.8,138.99,196.6,0.8684,23.9,54.882,1.2177,0.16,8.13,Night,Production
ENG-000183,2024-01-08 14:00:30,Plant-C,LINE-6,MCH-022,100.48,23.219,78.35,320.5,322.95,166.36,0.9913,24.51,65.153,0.8244,0.16,12.75,Afternoon,Maintenance
ENG-000184,2024-01-08 15:00:25,Plant-C,LINE-3,MCH-038,148.939,18.328,90.24,580.2,243.28,141.3,0.9046,24.56,67.742,0.8747,0.13,23.87,Morning,Standby
ENG-000185,2024-01-08 16:00:30,Plant-C,LINE-8,MCH-043,152.961,24.323,88.79,378.5,133.63,157.76,0.941,43.5,68.976,1.3658,0.08,11.98,Morning,Idle
ENG-000186,2024-01-08 17:00:16,Plant-B,LINE-9,MCH-045,158.768,14.494,45.25,507.6,210.77,127.3,0.9339,19.91,42.261,0.7937,0.08,23.35,Afternoon,Production
ENG-000187,2024-01-08 18:00:23,Plant-B,LINE-5,MCH-011,95.205,12.898,46.53,520.6,186.36,272.45,0.8471,25.74,67.296,0.8819,0.1,9.62,Morning,Production
ENG-000188,2024-01-08 19:00:25,Plant-A,LINE-9,MCH-012,147.327,15.272,78.83,417.4,244.13,113.22,0.8781,36.61,59.579,0.9848,0.1,9.09,Night,Production
ENG-000189,2024-01-08 20:00:26,Plant-B,LINE-1,MCH-015,127.825,13.899,50.67,588.3,110.78,150.05,0.9719,21.94,63.794,0.7569,0.13,13.73,Afternoon,Standby
ENG-000190,2024-01-08 21:00:29,Plant-B,LINE-5,MCH-027,110.621,16.391,41.98,539.4,280.85,178.75,0.9585,32.66,67.315,0.6892,0.08,18.19,Morning,Idle
ENG-000191,2024-01-08 22:00:05,Plant-B,LINE-10,MCH-009,98.271,9.456,72.2,633.4,189.81,209.74,0.894,10.18,46.089,0.5842,0.1,13.61,Night,Production
ENG-000192,2024-01-08 23:00:24,Plant-C,LINE-3,MCH-024,118.742,17.225,55.01,408.7,154.84,208.54,0.9377,29.8,49.16,0.9686,0.13,11.13,Night,Standby
ENG-000193,2024-01-09 00:00:07,Plant-C,LINE-2,MCH-041,150.865,11.629,69.81,462.7,302.69,215.47,0.9345,40.94,79.181,0.84,0.08,9.99,Night,Production
ENG-000194,2024-01-09 01:00:01,Plant-C,LINE-5,MCH-029,132.587,4.568,79.29,464.0,224.0,227.58,0.9258,38.74,60.062,0.7261,0.08,25.98,Morning,Production
ENG-000195,2024-01-09 02:00:25,Plant-C,LINE-5,MCH-017,127.605,17.644,79.4,461.9,200.36,170.43,1.0,21.71,54.712,1.0866,0.13,12.6,Morning,Production
ENG-000196,2024-01-09 03:00:27,Plant-B,LINE-10,MCH-005,107.638,14.52,50.07,535.7,221.46,209.79,0.8628,41.57,50.495,0.7516,0.1,15.45,Afternoon,Production
ENG-000197,2024-01-09 04:00:03,Plant-B,LINE-3,MCH-006,100.65,9.156,101.35,201.0,237.95,152.87,0.9719,16.14,63.052,0.483,0.16,12.24,Night,Maintenance
ENG-000198,2024-01-09 05:00:12,Plant-A,LINE-2,MCH-026,98.338,15.465,116.01,402.2,208.4,169.41,0.9527,33.74,73.439,0.6359,0.1,12.09,Afternoon,Production
ENG-000199,2024-01-09 06:00:29,Plant-B,LINE-3,MCH-013,159.225,9.289,92.76,647.9,231.46,232.52,0.8715,23.65,66.736,0.9162,0.16,21.42,Afternoon,Maintenance
ENG-000200,2024-01-09 07:00:30,Plant-C,LINE-2,MCH-033,182.482,12.613,79.91,202.5,246.43,213.71,0.93,18.87,70.815,0.8291,0.08,7.63,Afternoon,Production
ENG-000201,2024-01-09 08:00:08,Plant-A,LINE-4,MCH-050,96.557,17.968,60.75,515.2,194.7,189.54,0.9692,29.87,86.355,0.7232,0.1,11.97,Night,Production
ENG-000202,2024-01-09 09:00:23,Plant-B,LINE-6,MCH-012,43.929,11.563,70.61,346.9,229.52,220.72,0.8695,37.53,50.727,0.7308,0.13,6.4,Night,Idle
ENG-000203,2024-01-09 10:00:07,Plant-C,LINE-10,MCH-004,88.313,16.976,91.26,329.1,139.4,150.69,0.9396,17.72,46.325,0.6827,0.08,9.84,Night,Standby
ENG-000204,2024-01-09 11:00:00,Plant-B,LINE-1,MCH-029,117.692,11.396,83.99,554.2,247.75,101.36,1.0,42.25,69.697,1.0362,0.1,13.4,Morning,Production
ENG-000205,2024-01-09 12:00:29,Plant-B,LINE-1,MCH-017,102.31,15.685,81.47,301.1,197.33,241.82,1.0,44.43,46.56,0.7793,0.1,16.19,Night,Production
ENG-000206,2024-01-09 13:00:21,Plant-B,LINE-1,MCH-009,91.85,1.502,75.32,914.8,209.71,202.75,0.9883,11.37,49.691,0.8538,0.13,8.55,Afternoon,Production
ENG-000207,2024-01-09 14:00:07,Plant-A,LINE-5,MCH-014,144.024,5.763,69.41,549.4,243.13,202.84,0.8642,31.98,43.805,0.8077,0.1,9.07,Night,Maintenance
ENG-000208,2024-01-09 15:00:20,Plant-A,LINE-2,MCH-013,153.597,12.805,82.64,407.0,138.67,222.29,0.9529,21.36,66.546,0.9088,0.13,11.77,Afternoon,Production
ENG-000209,2024-01-09 16:00:30,Plant-A,LINE-5,MCH-023,152.151,20.161,85.5,310.5,211.79,188.51,0.9672,29.95,56.402,1.0484,0.1,9.41,Afternoon,Idle
ENG-000210,2024-01-09 17:00:04,Plant-C,LINE-2,MCH-045,70.195,17.158,52.88,550.1,244.23,289.43,0.9271,37.57,54.919,0.945,0.16,17.11,Night,Production
ENG-000211,2024-01-09 18:00:19,Plant-C,LINE-6,MCH-040,87.894,9.47,87.48,712.9,177.5,193.17,0.8536,24.53,42.328,0.6218,0.16,25.62,Morning,Production
ENG-000212,2024-01-09 19:00:30,Plant-C,LINE-3,MCH-006,144.765,5.855,86.59,380.2,326.45,141.35,0.9772,31.74,69.945,0.5285,0.1,9.26,Morning,Production
ENG-000213,2024-01-09 20:00:15,Plant-A,LINE-2,MCH-014,164.06,15.443,74.74,574.5,166.92,174.51,0.8857,28.36,61.969,0.6826,0.08,8.11,Morning,Production
ENG-000214,2024-01-09 21:00:14,Plant-C,LINE-8,MCH-024,137.68,15.601,89.12,447.4,168.67,191.46,0.8661,32.72,82.005,0.8822,0.13,14.99,Morning,Production
ENG-000215,2024-01-09 22:00:22,Plant-B,LINE-10,MCH-002,146.796,12.385,74.35,459.4,267.41,130.22,0.9054,15.91,63.214,0.5031,0.16,11.33,Afternoon,Standby
ENG-000216,2024-01-09 23:00:08,Plant-C,LINE-2,MCH-007,137.364,17.409,41.06,655.3,188.77,179.65,0.8768,20.23,45.298,0.9479,0.16,21.38,Afternoon,Production
ENG-000217,2024-01-10 00:00:09,Plant-B,LINE-5,MCH-005,63.442,16.014,54.37,539.4,317.16,123.9,0.8419,24.54,73.073,1.2098,0.1,10.83,Morning,Standby
ENG-000218,2024-01-10 01:00:20,Plant-B,LINE-4,MCH-047,141.781,17.324,81.68,615.9,133.14,214.41,0.9101,27.64,41.328,0.7911,0.13,17.92,Afternoon,Maintenance
ENG-000219,2024-01-10 02:00:24,Plant-B,LINE-6,MCH-047,96.258,19.727,86.91,643.8,172.23,169.92,0.8841,29.58,73.236,1.0979,0.08,20.12,Morning,Production
ENG-000220,2024-01-10 03:00:09,Plant-A,LINE-1,MCH-014,138.751,19.983,81.1,202.2,239.07,191.41,0.9421,44.79,92.254,0.7449,0.16,21.87,Afternoon,Production
ENG-000221,2024-01-10 04:00:07,Plant-B,LINE-8,MCH-011,147.073,12.827,79.21,441.9,223.83,267.13,0.8659,16.7,40.972,0.906,0.16,12.89,Morning,Production
ENG-000222,2024-01-10 05:00:07,Plant-B,LINE-10,MCH-025,164.11,17.869,84.76,681.4,164.69,159.29,0.8243,18.42,59.292,0.6325,0.08,10.95,Night,Production
ENG-000223,2024-01-10 06:00:24,Plant-A,LINE-4,MCH-030,142.858,18.879,68.9,327.8,195.13,104.01,0.9231,25.15,60.151,0.743,0.13,12.03,Afternoon,Idle
ENG-000224,2024-01-10 07:00:22,Plant-A,LINE-6,MCH-007,154.416,17.207,95.93,846.8,207.69,122.8,0.9159,22.73,50.825,0.8816,0.16,9.2,Morning,Maintenance
ENG-000225,2024-01-10 08:00:04,Plant-B,LINE-2,MCH-031,123.426,17.293,96.11,416.7,132.39,144.42,0.9195,33.3,57.444,0.5779,0.1,17.96,Night,Production
ENG-000226,2024-01-10 09:00:18,Plant-C,LINE-4,MCH-006,128.696,8.201,82.39,409.7,153.01,164.32,0.9244,7.67,47.973,1.0597,0.1,6.73,Night,Production
ENG-000227,2024-01-10 10:00:22,Plant-C,LINE-8,MCH-037,138.499,20.506,81.63,433.8,194.54,179.52,0.9735,19.67,83.274,0.7787,0.08,8.32,Night,Production
ENG-000228,2024-01-10 11:00:09,Plant-A,LINE-10,MCH-044,96.178,15.582,118.78,278.4,182.71,181.16,0.9187,31.93,40.032,0.7594,0.13,12.54,Afternoon,Idle
ENG-000229,2024-01-10 12:00:11,Plant-C,LINE-10,MCH-048,169.008,12.712,79.41,424.1,272.1,222.73,0.8605,31.0,88.332,0.9917,0.16,18.51,Morning,Idle
ENG-000230,2024-01-10 13:00:21,Plant-C,LINE-6,MCH-012,125.86,8.692,63.97,432.8,230.21,148.19,0.9338,41.41,65.613,0.8045,0.16,16.33,Morning,Production
ENG-000231,2024-01-10 14:00:14,Plant-B,LINE-7,MCH-009,105.618,15.932,97.37,420.8,202.95,248.01,0.966,15.69,83.06,0.6856,0.08,24.57,Night,Standby
ENG-000232,2024-01-10 15:00:16,Plant-B,LINE-9,MCH-019,128.047,7.621,80.35,646.4,238.83,135.25,0.857,31.0,62.47,0.5652,0.08,11.01,Night,Production
ENG-000233,2024-01-10 16:00:13,Plant-B,LINE-1,MCH-049,112.091,7.658,132.37,666.4,213.44,209.17,0.9296,18.27,72.928,0.6641,0.1,18.04,Afternoon,Idle
ENG-000234,2024-01-10 17:00:30,Plant-B,LINE-4,MCH-041,69.971,16.8,81.05,709.9,196.71,157.63,0.9222,0.0,64.17,0.7708,0.13,8.69,Afternoon,Production
ENG-000235,2024-01-10 18:00:29,Plant-B,LINE-3,MCH-003,130.94,10.652,92.46,571.3,258.83,198.82,0.9375,33.64,86.591,0.6576,0.08,17.26,Night,Standby
ENG-000236,2024-01-10 19:00:29,Plant-B,LINE-8,MCH-023,133.749,13.126,89.43,529.4,199.53,262.04,0.9515,29.03,33.448,1.2413,0.08,12.29,Morning,Idle
ENG-000237,2024-01-10 20:00:15,Plant-A,LINE-5,MCH-013,50.228,19.356,87.97,711.6,220.92,191.19,0.926,19.16,62.81,1.2114,0.13,10.79,Afternoon,Maintenance
ENG-000238,2024-01-10 21:00:22,Plant-A,LINE-2,MCH-030,100.209,18.989,96.4,483.1,291.46,192.55,0.8454,11.51,78.776,0.796,0.16,10.45,Morning,Production
ENG-000239,2024-01-10 22:00:20,Plant-C,LINE-7,MCH-019,151.211,15.977,96.18,428.0,208.05,137.29,0.8955,31.12,37.713,1.1875,0.08,12.29,Morning,Production
ENG-000240,2024-01-10 23:00:23,Plant-C,LINE-2,MCH-011,69.98,18.089,61.41,553.2,175.41,237.42,0.9354,25.06,69.512,0.8673,0.1,11.81,Morning,Idle
ENG-000241,2024-01-11 00:00:09,Plant-C,LINE-1,MCH-049,22.454,19.272,92.66,494.2,235.2,151.69,0.8843,46.56,58.579,0.7929,0.08,31.26,Morning,Production
ENG-000242,2024-01-11 01:00:28,Plant-C,LINE-3,MCH-045,108.702,14.544,82.03,690.6,251.27,246.67,1.0,26.1,64.652,0.9214,0.13,12.07,Night,Production
ENG-000243,2024-01-11 02:00:22,Plant-A,LINE-5,MCH-031,131.735,16.968,84.4,486.6,152.72,206.48,0.889,31.48,44.913,1.0765,0.08,26.02,Afternoon,Production
ENG-000244,2024-01-11 03:00:01,Plant-A,LINE-6,MCH-042,72.964,5.735,71.55,530.7,160.86,182.36,0.9127,31.74,66.937,0.7852,0.13,18.78,Night,Production
ENG-000245,2024-01-11 04:00:09,Plant-B,LINE-5,MCH-011,114.143,17.083,71.14,591.8,279.82,215.61,0.8415,9.52,55.883,0.7343,0.13,13.33,Morning,Idle
ENG-000246,2024-01-11 05:00:27,Plant-B,LINE-7,MCH-037,92.678,18.37,36.31,230.2,219.96,253.92,0.9491,28.22,41.433,1.2325,0.13,11.97,Afternoon,Production
ENG-000247,2024-01-11 06:00:28,Plant-C,LINE-10,MCH-039,106.05,12.76,89.27,559.7,122.89,85.39,0.8701,23.85,56.691,0.9144,0.08,12.45,Afternoon,Production
ENG-000248,2024-01-11 07:00:15,Plant-C,LINE-2,MCH-050,116.447,19.782,76.78,345.6,122.11,163.69,0.9302,34.03,63.675,0.6499,0.08,16.86,Afternoon,Standby
ENG-000249,2024-01-11 08:00:30,Plant-B,LINE-10,MCH-029,54.03,12.492,60.19,451.0,278.7,236.51,0.9151,36.15,96.651,1.0101,0.13,23.17,Night,Maintenance
ENG-000250,2024-01-11 09:00:14,Plant-C,LINE-10,MCH-026,176.553,19.825,93.57,497.4,134.74,181.42,0.8759,38.98,56.568,1.0327,0.08,11.48,Afternoon,Production
ENG-000251,2024-01-11 10:00:04,Plant-A,LINE-8,MCH-030,65.092,12.423,46.71,553.3,267.75,175.75,0.9353,33.32,49.327,0.5671,0.1,25.61,Afternoon,Production
ENG-000252,2024-01-11 11:00:08,Plant-B,LINE-9,MCH-018,99.307,11.172,90.14,385.3,181.38,146.43,0.9732,36.32,58.56,0.799,0.13,18.44,Night,Standby
ENG-000253,2024-01-11 12:00:20,Plant-C,LINE-1,MCH-012,155.461,14.897,76.77,390.6,274.42,174.69,0.9435,25.11,28.468,1.2519,0.08,12.5,Night,Idle
ENG-000254,2024-01-11 13:00:20,Plant-A,LINE-9,MCH-040,116.776,9.532,78.67,623.8,114.92,253.63,0.9853,51.42,52.517,0.7359,0.16,14.18,Afternoon,Production
ENG-000255,2024-01-11 14:00:24,Plant-C,LINE-2,MCH-026,142.69,14.789,39.49,244.4,248.17,218.43,0.9314,44.6,46.915,0.865,0.13,3.27,Afternoon,Production
ENG-000256,2024-01-11 15:00:12,Plant-C,LINE-8,MCH-032,79.563,6.143,75.61,605.7,127.35,180.17,0.935,25.75,66.642,0.3265,0.1,8.82,Afternoon,Production
ENG-000257,2024-01-11 16:00:23,Plant-A,LINE-9,MCH-022,61.913,21.362,94.97,702.0,168.21,181.94,0.9452,22.16,48.338,0.7467,0.1,16.08,Night,Maintenance
ENG-000258,2024-01-11 17:00:08,Plant-C,LINE-2,MCH-029,100.527,19.857,37.58,589.1,169.5,170.95,0.8791,31.35,47.642,0.5282,0.13,17.72,Morning,Standby
ENG-000259,2024-01-11 18:00:29,Plant-A,LINE-2,MCH-026,93.983,13.888,71.93,751.8,77.2,153.73,0.8993,37.65,47.428,1.2324,0.16,18.07,Night,Idle
ENG-000260,2024-01-11 19:00:19,Plant-C,LINE-4,MCH-029,156.054,10.022,65.38,558.0,245.57,175.58,0.8449,29.44,82.98,1.3277,0.16,9.27,Afternoon,Production
ENG-000261,2024-01-11 20:00:15,Plant-C,LINE-5,MCH-030,171.394,25.323,68.37,356.6,232.54,208.06,1.0,33.8,57.721,0.9268,0.16,16.28,Afternoon,Production
ENG-000262,2024-01-11 21:00:04,Plant-B,LINE-2,MCH-026,108.102,25.837,115.92,489.7,243.06,223.13,0.8474,38.65,93.724,1.2019,0.08,14.52,Night,Production
ENG-000263,2024-01-11 22:00:25,Plant-B,LINE-10,MCH-045,131.224,14.884,70.4,409.3,181.27,103.63,0.9345,28.27,49.67,1.074,0.08,9.04,Night,Production
ENG-000264,2024-01-11 23:00:27,Plant-A,LINE-4,MCH-012,136.651,11.009,80.12,413.6,202.14,189.19,0.8473,31.05,49.159,0.9686,0.16,11.74,Night,Idle
ENG-000265,2024-01-12 00:00:25,Plant-B,LINE-5,MCH-038,114.74,12.442,83.66,518.5,223.39,155.41,0.982,41.46,96.021,0.6768,0.1,16.48,Night,Maintenance
ENG-000266,2024-01-12 01:00:23,Plant-C,LINE-4,MCH-037,151.386,15.499,103.17,186.7,237.97,157.81,0.9079,53.44,51.76,0.3044,0.16,19.23,Morning,Idle
ENG-000267,2024-01-12 02:00:25,Plant-A,LINE-10,MCH-035,145.944,21.442,53.13,382.5,175.57,149.27,0.9363,31.8,57.617,0.7589,0.1,12.21,Afternoon,Idle
ENG-000268,2024-01-12 03:00:16,Plant-A,LINE-7,MCH-001,105.871,18.885,82.95,604.3,140.84,190.85,0.8905,38.64,69.17,1.2704,0.08,13.66,Night,Production
ENG-000269,2024-01-12 04:00:06,Plant-A,LINE-2,MCH-022,100.801,19.898,79.97,644.0,156.08,235.27,0.8934,30.95,49.473,0.8326,0.08,8.22,Night,Production
ENG-000270,2024-01-12 05:00:21,Plant-A,LINE-5,MCH-010,120.72,12.694,78.99,479.3,252.24,166.13,1.0,26.56,33.431,0.5167,0.1,18.46,Morning,Idle
ENG-000271,2024-01-12 06:00:24,Plant-C,LINE-5,MCH-034,149.093,18.281,112.31,516.8,185.49,174.71,0.9525,23.13,63.321,0.7488,0.16,11.75,Morning,Production
ENG-000272,2024-01-12 07:00:09,Plant-C,LINE-6,MCH-022,140.145,6.733,94.09,827.5,141.39,152.43,0.8793,35.57,50.539,1.2448,0.1,17.22,Night,Production
ENG-000273,2024-01-12 08:00:03,Plant-B,LINE-4,MCH-023,109.612,19.628,96.98,648.6,246.81,118.54,0.9147,28.36,59.797,1.3792,0.08,16.06,Morning,Standby
ENG-000274,2024-01-12 09:00:18,Plant-B,LINE-4,MCH-003,129.286,16.489,65.22,431.4,112.74,215.08,0.9611,24.5,64.266,1.1739,0.13,18.26,Morning,Maintenance
ENG-000275,2024-01-12 10:00:25,Plant-A,LINE-8,MCH-007,161.483,17.922,76.34,111.6,179.45,210.93,0.9464,29.84,65.005,0.7517,0.1,11.53,Morning,Production
ENG-000276,2024-01-12 11:00:00,Plant-C,LINE-5,MCH-050,163.711,13.245,19.56,533.0,209.45,161.5,0.9479,27.63,36.796,1.0225,0.1,28.32,Night,Production
ENG-000277,2024-01-12 12:00:13,Plant-A,LINE-1,MCH-021,64.248,4.353,86.38,573.5,88.64,171.73,0.893,42.19,68.477,0.9853,0.1,31.43,Morning,Production
ENG-000278,2024-01-12 13:00:14,Plant-B,LINE-1,MCH-048,170.465,18.457,80.74,494.0,259.86,198.78,0.9923,44.19,76.322,0.5332,0.13,11.05,Morning,Production
ENG-000279,2024-01-12 14:00:20,Plant-C,LINE-8,MCH-001,145.222,6.987,93.37,402.7,285.12,167.72,0.9288,35.41,37.479,0.698,0.16,10.71,Afternoon,Production
ENG-000280,2024-01-12 15:00:28,Plant-A,LINE-6,MCH-041,127.155,16.659,76.46,589.6,165.02,125.32,0.9489,32.53,60.293,0.6392,0.1,10.56,Night,Standby
ENG-000281,2024-01-12 16:00:25,Plant-A,LINE-2,MCH-037,140.427,17.508,113.95,409.0,204.5,121.6,0.9104,19.29,48.761,0.6757,0.13,11.47,Morning,Standby
ENG-000282,2024-01-12 17:00:21,Plant-C,LINE-10,MCH-016,75.999,16.045,41.2,557.6,288.51,197.63,0.981,33.88,80.122,0.8817,0.08,5.32,Afternoon,Standby
ENG-000283,2024-01-12 18:00:27,Plant-C,LINE-7,MCH-040,99.139,11.046,76.18,389.8,128.7,152.8,0.9124,32.59,66.872,0.4421,0.16,12.29,Morning,Maintenance
ENG-000284,2024-01-12 19:00:02,Plant-A,LINE-1,MCH-045,128.154,21.49,81.44,544.6,192.19,213.45,0.9035,40.65,74.579,1.0841,0.08,15.4,Night,Production
ENG-000285,2024-01-12 20:00:00,Plant-B,LINE-10,MCH-050,108.369,8.839,73.56,388.4,269.31,251.22,0.9102,31.45,78.378,0.8911,0.13,9.13,Afternoon,Idle
ENG-000286,2024-01-12 21:00:01,Plant-A,LINE-8,MCH-046,130.337,21.014,108.51,294.4,113.57,159.0,0.8715,37.57,75.842,0.4765,0.13,11.1,Night,Standby
ENG-000287,2024-01-12 22:00:19,Plant-B,LINE-9,MCH-035,98.475,13.363,58.91,309.6,244.95,225.95,0.9031,30.91,51.18,0.969,0.08,11.79,Night,Production
