record_id,date,shift,plant,department,worker_id,worker_experience_years,incident_type,hazard_type,severity,lost_days,ppe_worn,training_completed,noise_level_dB,heat_stress_index,air_quality_AQI,ergonomic_risk_score,near_miss_count,corrective_action,root_cause
SAF-000167,2024-02-23,Night,Plant-A,Assembly,W-0181,0.0,Near Miss,Struck By,None,0,Full,Yes,62.1,29.7,124,4.3,3,Equipment Fix,N/A
SAF-000168,2024-10-05,Night,Plant-B,Welding,W-0189,2.0,No Incident,None,None,0,Full,Yes,95.5,23.4,140,6.3,4,PPE Upgrade,N/A
SAF-000169,2024-10-06,Night,Plant-C,Welding,W-0123,11.5,No Incident,Struck By,Medium,0,None,Yes,83.9,42.4,29,9.4,1,None,Unknown
SAF-000170,2024-04-07,Afternoon,Plant-A,Welding,W-0148,2.3,No Incident,None,Low,23,Full,Yes,69.0,42.6,109,9.9,4,None,N/A
SAF-000171,2024-12-20,Night,Plant-C,Painting,W-0058,0.8,No Incident,Fall,None,0,Full,Yes,62.0,35.5,115,4.9,4,None,N/A
SAF-000172,2024-04-09,Night,Plant-C,Painting,W-0106,5.7,No Incident,None,None,28,Full,Yes,74.4,40.4,68,4.8,1,Equipment Fix,N/A
SAF-000173,2024-05-28,Night,Plant-B,Assembly,W-0132,9.5,No Incident,None,None,25,Full,No,77.3,29.7,65,1.7,4,None,N/A
SAF-000174,2024-01-08,Morning,Plant-C,Maintenance,W-0176,0.4,Property Damage,None,None,1,Full,Yes,63.6,13.4,146,6.3,1,None,Unknown
SAF-000175,2024-11-29,Morning,Plant-C,Assembly,W-0106,8.4,No Incident,Electrical,None,0,Full,Yes,66.6,22.5,77,8.0,2,PPE Upgrade,Equipment Failure
SAF-000176,2024-02-09,Afternoon,Plant-A,Painting,W-0166,14.1,Near Miss,None,None,0,None,Yes,86.3,26.5,135,3.4,4,None,N/A
SAF-000177,2024-08-28,Night,Plant-A,Assembly,W-0077,1.7,No Incident,Caught In,None,0,Full,Yes,80.0,14.0,184,7.3,0,Equipment Fix,N/A
SAF-000178,2024-10-21,Afternoon,Plant-C,Packaging,W-0059,1.1,No Incident,None,High,0,Partial,Yes,83.3,22.8,42,9.0,0,Training,N/A
SAF-000179,2024-02-07,Night,Plant-A,Packaging,W-0041,2.2,No Incident,Caught In,None,0,Full,Yes,81.7,32.1,71,1.5,3,None,Human Error
SAF-000180,2024-10-30,Afternoon,Plant-B,Maintenance,W-0187,9.9,No Incident,None,None,0,Full,Yes,84.0,10.0,28,7.6,4,Training,Unknown
SAF-000181,2024-06-04,Night,Plant-A,Machining,W-0115,2.2,No Incident,Fall,None,0,Full,Yes,75.6,33.5,131,4.5,1,None,Human Error
SAF-000182,2024-05-16,Morning,Plant-B,Machining,W-0021,5.3,No Incident,Struck By,None,0,Partial,Yes,73.1,32.1,64,2.8,3,Equipment Fix,N/A
SAF-000183,2024-12-23,Afternoon,Plant-B,Packaging,W-0005,1.1,No Incident,None,None,0,Full,Yes,79.5,26.0,174,7.5,2,None,N/A
SAF-000184,2024-12-29,Morning,Plant-C,Quality,W-0038,0.8,No Incident,None,None,0,Full,Yes,91.1,35.0,143,6.5,3,Procedure Update,N/A
SAF-000185,2024-06-24,Morning,Plant-A,Logistics,W-0198,4.9,No Incident,Fall,Low,0,Full,Yes,88.5,27.3,108,6.3,2,None,Procedural
SAF-000186,2024-11-18,Afternoon,Plant-C,Assembly,W-0066,16.7,First Aid,Noise,None,0,Full,Yes,76.5,32.0,92,2.5,2,Equipment Fix,Human Error
SAF-000187,2024-07-06,Morning,Plant-B,Packaging,W-0146,0.3,No Incident,None,None,11,Full,Yes,65.9,23.6,139,4.7,1,Training,N/A
SAF-000188,2024-08-30,Night,Plant-A,Machining,W-0022,0.6,No Incident,Ergonomic,None,0,Full,Yes,61.3,26.2,43,3.4,4,PPE Upgrade,Human Error
SAF-000189,2024-08-11,Morning,Plant-C,Welding,W-0118,12.9,No Incident,Fall,None,0,Full,No,57.8,30.7,111,5.9,3,None,Equipment Failure
SAF-000190,2024-07-17,Afternoon,Plant-C,Maintenance,W-0049,4.3,No Incident,Electrical,None,6,Full,Yes,54.5,39.2,98,4.2,4,None,Human Error
SAF-000191,2024-10-24,Night,Plant-A,Logistics,W-0048,0.9,Near Miss,None,None,28,Full,Yes,85.1,27.3,90,6.2,0,None,Unknown
SAF-000192,2024-12-30,Night,Plant-A,Packaging,W-0200,1.2,First Aid,Fall,None,0,Full,No,87.0,34.1,76,7.0,0,Training,N/A
SAF-000193,2024-07-11,Night,Plant-A,Maintenance,W-0137,7.6,No Incident,None,None,0,Full,Yes,72.7,29.7,76,6.1,4,Procedure Update,N/A
SAF-000194,2024-03-18,Morning,Plant-B,Quality,W-0064,0.9,No Incident,Thermal,Low,0,Partial,Yes,61.7,22.1,50,9.3,1,Equipment Fix,N/A
SAF-000195,2024-06-25,Night,Plant-C,Assembly,W-0122,1.1,No Incident,None,None,0,Partial,Yes,82.3,29.2,97,7.7,2,None,Environmental
SAF-000196,2024-04-13,Night,Plant-B,Assembly,W-0095,7.1,No Incident,Struck By,None,0,Partial,Yes,68.4,32.0,91,8.9,4,PPE Upgrade,N/A
SAF-000197,2024-07-29,Morning,Plant-A,Assembly,W-0011,3.4,Property Damage,None,None,20,Partial,Yes,90.3,10.0,159,6.7,4,Training,Environmental
SAF-000198,2024-08-19,Afternoon,Plant-C,Logistics,W-0148,2.7,No Incident,None,Low,0,Full,Yes,92.3,35.0,134,2.3,3,Training,N/A
SAF-000199,2024-02-22,Afternoon,Plant-C,Quality,W-0158,9.3,No Incident,Electrical,None,0,Full,Yes,84.4,33.9,93,1.5,4,None,N/A
SAF-000200,2024-02-22,Morning,Plant-B,Assembly,W-0197,1.6,No Incident,Chemical,None,0,Full,Yes,76.7,18.8,110,2.2,4,Training,Procedural
SAF-000201,2024-09-05,Night,Plant-A,Welding,W-0095,0.2,No Incident,Ergonomic,Low,0,Full,No,60.2,28.8,30,8.5,0,Training,N/A
SAF-000202,2024-03-03,Night,Plant-C,Maintenance,W-0012,5.9,No Incident,Ergonomic,None,0,Full,Yes,90.4,30.6,130,9.8,1,PPE Upgrade,N/A
SAF-000203,2024-03-10,Afternoon,Plant-C,Assembly,W-0007,0.5,Lost Time,None,High,0,Partial,Yes,55.6,17.5,124,3.4,4,Training,N/A
SAF-000204,2024-01-23,Morning,Plant-A,Assembly,W-0130,1.7,Environmental,Struck By,None,0,Full,Yes,95.8,35.6,173,2.2,1,Training,N/A
SAF-000205,2024-04-26,Morning,Plant-A,Packaging,W-0062,6.8,First Aid,Fall,None,20,Full,Yes,83.0,28.3,20,7.2,1,Training,N/A
SAF-000206,2024-06-05,Afternoon,Plant-C,Maintenance,W-0168,0.7,No Incident,None,Medium,0,Full,Yes,59.1,28.4,191,4.7,2,Procedure Update,Unknown
SAF-000207,2024-07-06,Night,Plant-C,Assembly,W-0008,3.6,No Incident,Thermal,None,0,Full,No,74.0,30.9,108,5.0,2,Procedure Update,Unknown
SAF-000208,2024-12-19,Morning,Plant-A,Assembly,W-0059,12.3,No Incident,None,None,0,Full,Yes,67.2,25.4,188,2.6,3,None,Human Error
SAF-000209,2024-09-02,Afternoon,Plant-A,Painting,W-0127,1.0,No Incident,Noise,None,0,Full,Yes,65.8,19.2,139,8.6,4,Procedure Update,Equipment Failure
SAF-000210,2024-12-20,Night,Plant-B,Welding,W-0127,3.0,No Incident,Noise,None,21,Full,Yes,83.7,17.0,64,9.4,1,Procedure Update,Procedural
SAF-000211,2024-05-17,Afternoon,Plant-A,Machining,W-0045,1.9,No Incident,Noise,None,0,Full,No,63.8,40.1,147,2.1,1,PPE Upgrade,N/A
SAF-000212,2024-03-03,Night,Plant-A,Quality,W-0099,1.8,No Incident,None,None,0,Full,Yes,84.1,15.9,113,8.6,0,Procedure Update,Unknown
SAF-000213,2024-11-19,Afternoon,Plant-A,Quality,W-0084,5.3,No Incident,Ergonomic,None,0,Full,Yes,68.9,35.5,171,6.2,3,Procedure Update,N/A
SAF-000214,2024-08-15,Afternoon,Plant-A,Painting,W-0196,8.3,No Incident,None,None,0,None,Yes,75.4,22.7,117,9.4,1,Equipment Fix,N/A
SAF-000215,2024-06-23,Morning,Plant-C,Welding,W-0017,6.1,No Incident,Chemical,None,7,Full,Yes,86.5,35.4,183,3.6,1,None,N/A
SAF-000216,2024-07-13,Morning,Plant-A,Logistics,W-0137,1.6,No Incident,Thermal,None,0,Full,Yes,82.5,28.2,48,3.9,0,PPE Upgrade,Environmental
SAF-000217,2024-06-25,Morning,Plant-C,Machining,W-0182,6.3,First Aid,Noise,None,0,Full,Yes,51.9,15.6,39,5.0,0,Procedure Update,N/A
SAF-000218,2024-11-12,Afternoon,Plant-A,Machining,W-0012,0.3,No Incident,Ergonomic,None,0,Full,Yes,69.6,23.4,92,6.7,0,Equipment Fix,N/A
SAF-000219,2024-03-29,Afternoon,Plant-C,Logistics,W-0003,4.9,No Incident,None,None,0,Partial,Yes,57.7,22.7,198,5.2,1,Equipment Fix,Equipment Failure
SAF-000220,2024-04-16,Afternoon,Plant-B,Quality,W-0185,4.5,No Incident,Thermal,Medium,19,Full,Yes,81.3,29.1,194,6.6,1,Training,N/A
SAF-000221,2024-01-03,Morning,Plant-C,Assembly,W-0016,0.2,Near Miss,None,None,0,Full,Yes,76.0,34.5,118,3.8,1,None,Procedural
SAF-000222,2024-01-25,Night,Plant-C,Logistics,W-0070,12.1,No Incident,None,None,0,Full,Yes,65.7,30.2,162,5.5,3,Procedure Update,Equipment Failure
SAF-000223,2024-03-07,Morning,Plant-B,Welding,W-0193,4.3,No Incident,None,Critical,0,Full,Yes,81.1,28.1,141,4.4,1,PPE Upgrade,N/A
SAF-000224,2024-04-04,Afternoon,Plant-A,Painting,W-0198,0.2,No Incident,None,None,3,Full,Yes,66.5,20.4,163,3.5,3,Training,N/A
SAF-000225,2024-05-29,Afternoon,Plant-B,Assembly,W-0026,8.1,First Aid,None,None,20,Full,Yes,72.3,12.6,129,9.2,1,None,N/A
SAF-000226,2024-04-01,Night,Plant-A,Quality,W-0025,3.1,No Incident,None,None,0,Full,Yes,62.3,31.3,192,1.4,3,None,N/A
SAF-000227,2024-03-07,Morning,Plant-B,Painting,W-0096,2.6,No Incident,None,None,0,Full,Yes,86.3,24.9,92,6.6,4,Training,N/A
SAF-000228,2024-04-28,Night,Plant-C,Logistics,W-0050,4.4,No Incident,Struck By,Low,0,Full,No,72.3,22.1,27,9.5,2,None,N/A
SAF-000229,2024-08-18,Morning,Plant-A,Quality,W-0020,2.8,First Aid,Thermal,Medium,0,Full,Yes,58.4,33.3,85,6.8,3,None,N/A
SAF-000230,2024-02-16,Morning,Plant-B,Machining,W-0125,24.1,No Incident,Caught In,None,0,Full,Yes,64.5,23.8,139,1.2,0,Procedure Update,Equipment Failure
SAF-000231,2024-07-25,Afternoon,Plant-A,Packaging,W-0167,1.0,No Incident,None,Medium,0,Full,Yes,79.4,32.6,94,7.8,4,None,N/A
SAF-000232,2024-07-16,Morning,Plant-A,Packaging,W-0155,1.2,No Incident,Thermal,None,0,Full,Yes,60.3,35.2,144,5.3,1,None,N/A
SAF-000233,2024-06-08,Morning,Plant-C,Painting,W-0193,4.0,No Incident,None,None,0,Full,Yes,85.9,29.7,103,2.1,1,Procedure Update,Human Error
SAF-000234,2024-04-26,Afternoon,Plant-C,Assembly,W-0096,5.3,No Incident,None,None,0,Full,Yes,59.9,17.7,152,8.6,3,Procedure Update,Equipment Failure
SAF-000235,2024-04-21,Night,Plant-C,Maintenance,W-0041,12.0,Medical Treatment,Struck By,None,0,Partial,Yes,85.1,27.1,117,4.5,2,None,N/A
SAF-000236,2024-12-04,Afternoon,Plant-B,Maintenance,W-0055,11.6,No Incident,None,None,0,Full,No,85.2,32.3,83,3.0,2,None,Unknown
SAF-000237,2024-04-08,Afternoon,Plant-A,Packaging,W-0199,5.1,No Incident,Ergonomic,None,11,None,Yes,69.2,35.1,73,3.4,1,None,N/A
SAF-000238,2024-12-21,Afternoon,Plant-A,Machining,W-0105,5.4,First Aid,None,None,9,Full,Yes,66.5,27.8,104,6.5,3,Equipment Fix,N/A
SAF-000239,2024-07-01,Afternoon,Plant-B,Welding,W-0151,10.4,No Incident,Thermal,None,0,Partial,Yes,79.4,53.9,114,2.8,3,None,N/A
SAF-000240,2024-02-13,Afternoon,Plant-C,Logistics,W-0014,14.2,No Incident,Fall,None,0,Full,Yes,63.2,31.9,181,8.7,1,None,N/A
SAF-000241,2024-11-02,Afternoon,Plant-C,Logistics,W-0024,11.0,No Incident,Fall,None,0,Full,Yes,86.2,20.9,148,8.4,3,None,N/A
SAF-000242,2024-11-14,Night,Plant-C,Packaging,W-0085,22.2,No Incident,None,None,0,Partial,Yes,84.2,37.6,21,7.2,1,Procedure Update,N/A
SAF-000243,2024-11-13,Night,Plant-C,Painting,W-0150,16.2,No Incident,None,Low,0,Full,Yes,81.0,29.8,141,2.6,1,PPE Upgrade,N/A
SAF-000244,2024-08-19,Night,Plant-C,Maintenance,W-0036,0.7,No Incident,Noise,Medium,0,Full,Yes,85.3,34.0,109,8.3,0,Training,Equipment Failure
SAF-000245,2024-11-16,Morning,Plant-A,Quality,W-0176,13.8,Medical Treatment,Caught In,Low,0,Full,Yes,82.9,20.9,140,1.8,1,Training,Human Error
SAF-000246,2024-03-22,Night,Plant-B,Welding,W-0023,2.3,No Incident,None,None,0,None,Yes,72.5,30.7,61,6.9,1,None,N/A
SAF-000247,2024-02-03,Afternoon,Plant-C,Painting,W-0118,14.5,No Incident,Struck By,None,30,Full,Yes,68.7,27.2,128,1.2,1,Equipment Fix,Procedural
SAF-000248,2024-02-03,Morning,Plant-C,Assembly,W-0005,5.5,No Incident,None,High,0,Full,Yes,77.8,31.1,145,9.6,0,Procedure Update,N/A
SAF-000249,2024-02-05,Morning,Plant-B,Welding,W-0172,2.4,No Incident,Thermal,None,0,Full,Yes,62.1,11.5,131,4.5,4,PPE Upgrade,N/A
SAF-000250,2024-06-11,Afternoon,Plant-B,Assembly,W-0074,0.3,No Incident,Chemical,None,0,Full,Yes,76.0,27.4,151,5.3,0,PPE Upgrade,Human Error
SAF-000251,2024-03-09,Night,Plant-A,Welding,W-0032,4.7,First Aid,None,None,0,None,No,71.4,40.1,91,2.2,2,None,N/A
SAF-000252,2024-11-10,Morning,Plant-A,Quality,W-0144,1.7,No Incident,Fall,None,19,Full,Yes,72.6,31.0,95,6.5,4,None,N/A
SAF-000253,2024-03-23,Night,Plant-B,Quality,W-0079,2.6,No Incident,None,None,0,Full,Yes,71.9,32.2,90,8.7,3,None,N/A
SAF-000254,2024-08-14,Afternoon,Plant-A,Maintenance,W-0037,13.6,No Incident,None,None,0,Full,Yes,93.6,18.4,37,4.0,0,None,Human Error
SAF-000255,2024-01-05,Morning,Plant-B,Machining,W-0090,10.0,No Incident,None,Medium,0,Full,Yes,81.0,30.4,113,9.5,0,Training,N/A
SAF-000256,2024-11-11,Night,Plant-B,Machining,W-0146,5.9,No Incident,Electrical,None,0,Full,Yes,69.4,30.4,83,8.3,3,PPE Upgrade,N/A
SAF-000257,2024-12-14,Night,Plant-C,Welding,W-0096,8.3,No Incident,None,None,0,Full,Yes,85.6,30.2,129,7.0,2,PPE Upgrade,N/A
SAF-000258,2024-10-23,Morning,Plant-C,Quality,W-0059,3.8,No Incident,Caught In,None,0,Partial,Yes,57.1,19.1,185,6.2,2,None,N/A
SAF-000259,2024-04-18,Night,Plant-C,Logistics,W-0060,3.6,No Incident,None,None,0,Partial,Yes,56.3,41.7,38,1.9,0,Training,N/A
SAF-000260,2024-01-29,Night,Plant-A,Welding,W-0176,1.6,No Incident,None,None,0,Full,Yes,63.1,25.5,111,1.3,0,None,Environmental
SAF-000261,2024-08-03,Afternoon,Plant-A,Assembly,W-0193,0.1,No Incident,None,None,15,Full,Yes,61.0,29.3,185,5.0,3,Equipment Fix,N/A
SAF-000262,2024-08-29,Morning,Plant-C,Packaging,W-0019,8.1,No Incident,Thermal,None,0,Full,Yes,70.1,19.0,46,3.4,4,Training,N/A
SAF-000263,2024-08-07,Night,Plant-A,Packaging,W-0132,0.9,First Aid,None,None,0,Full,Yes,54.2,22.8,32,5.9,2,PPE Upgrade,N/A
SAF-000264,2024-11-18,Afternoon,Plant-A,Maintenance,W-0001,6.6,No Incident,Ergonomic,None,27,Partial,Yes,53.3,25.5,46,9.4,0,Training,N/A
SAF-000265,2024-05-11,Morning,Plant-C,Logistics,W-0030,13.4,No Incident,Electrical,None,17,Full,Yes,79.0,28.4,143,5.9,3,Equipment Fix,N/A
SAF-000266,2024-03-05,Afternoon,Plant-C,Machining,W-0088,2.6,No Incident,Fall,None,0,Full,Yes,83.9,29.3,106,1.5,1,PPE Upgrade,Procedural
SAF-000267,2024-01-25,Afternoon,Plant-C,Assembly,W-0140,1.6,No Incident,Chemical,None,0,Partial,Yes,61.3,23.4,181,8.0,3,Equipment Fix,N/A
SAF-000268,2024-11-20,Night,Plant-C,Packaging,W-0042,5.6,No Incident,Electrical,None,0,Full,Yes,72.0,33.3,150,6.4,2,Training,Equipment Failure
SAF-000269,2024-12-23,Morning,Plant-B,Quality,W-0083,13.0,No Incident,None,None,16,None,No,71.1,30.8,112,6.2,4,None,Human Error
SAF-000270,2024-02-29,Night,Plant-A,Logistics,W-0170,7.6,Property Damage,None,None,7,Full,Yes,56.5,11.6,101,6.3,4,None,N/A
SAF-000271,2024-02-17,Morning,Plant-C,Quality,W-0038,16.0,No Incident,Electrical,None,0,Full,Yes,102.1,10.0,46,9.7,4,Procedure Update,Unknown
SAF-000272,2024-09-12,Morning,Plant-A,Packaging,W-0105,8.9,No Incident,Caught In,Low,0,Full,Yes,71.4,25.5,85,2.8,2,PPE Upgrade,N/A
SAF-000273,2024-12-21,Morning,Plant-A,Painting,W-0126,1.5,No Incident,None,None,21,Full,Yes,98.6,39.3,119,2.6,1,Procedure Update,Procedural
SAF-000274,2024-05-05,Morning,Plant-A,Maintenance,W-0133,11.1,No Incident,Ergonomic,None,0,Full,Yes,86.2,31.3,69,4.2,1,PPE Upgrade,Human Error
SAF-000275,2024-02-08,Night,Plant-C,Assembly,W-0185,0.9,No Incident,None,None,0,Full,Yes,59.5,36.9,70,8.5,3,None,N/A
SAF-000276,2024-01-21,Night,Plant-C,Assembly,W-0034,0.3,No Incident,Caught In,None,0,Full,Yes,58.0,27.5,86,2.8,1,None,Human Error
SAF-000277,2024-02-09,Night,Plant-A,Packaging,W-0022,2.3,No Incident,None,None,0,Full,Yes,64.1,29.8,158,3.3,0,None,Environmental
SAF-000278,2024-01-21,Afternoon,Plant-A,Maintenance,W-0175,0.1,No Incident,Ergonomic,None,0,Full,Yes,70.8,33.9,32,1.6,1,Training,Procedural
SAF-000279,2024-11-09,Morning,Plant-C,Machining,W-0129,3.7,No Incident,None,None,20,Partial,Yes,61.2,30.8,72,2.5,2,None,N/A
SAF-000280,2024-02-28,Afternoon,Plant-B,Maintenance,W-0025,10.9,No Incident,None,None,0,Full,Yes,51.8,41.1,84,6.2,1,None,Procedural
SAF-000281,2024-01-16,Morning,Plant-C,Logistics,W-0146,1.2,No Incident,Struck By,None,0,Full,Yes,98.1,26.7,128,2.6,3,PPE Upgrade,N/A
SAF-000282,2024-12-14,Morning,Plant-C,Assembly,W-0126,10.7,No Incident,None,None,0,Full,No,73.7,36.4,30,8.9,3,None,Procedural
SAF-000283,2024-05-14,Morning,Plant-A,Packaging,W-0020,4.8,No Incident,Ergonomic,None,0,Full,Yes,58.1,21.5,74,8.7,4,Equipment Fix,N/A
SAF-000284,2024-07-19,Night,Plant-C,Welding,W-0018,6.1,Property Damage,None,None,0,Full,Yes,76.4,21.7,156,3.7,4,None,Human Error
SAF-000285,2024-01-19,Afternoon,Plant-C,Quality,W-0145,0.4,Near Miss,None,None,0,Full,No,63.8,27.3,165,2.9,3,Training,N/A
SAF-000286,2024-01-25,Afternoon,Plant-B,Maintenance,W-0022,0.9,Medical Treatment,Thermal,None,2,Full,Yes,102.4,25.2,145,6.1,0,Training,N/A
SAF-000287,2024-06-18,Afternoon,Plant-B,Machining,W-0033,13.0,No Incident,Chemical,None,0,Full,Yes,77.5,21.4,153,8.5,4,Training,N/A
SAF-000288,2024-04-05,Morning,Plant-A,Welding,W-0121,1.4,No Incident,Chemical,Medium,0,Full,Yes,50.0,29.9,123,9.7,0,None,N/A
SAF-000289,2024-11-27,Afternoon,Plant-B,Welding,W-0060,23.8,No Incident,Noise,None,0,Full,Yes,58.7,26.6,90,2.5,2,Procedure Update,Procedural
SAF-000290,2024-01-24,Afternoon,Plant-A,Painting,W-0022,1.4,No Incident,None,None,0,Full,Yes,80.8,29.3,189,1.5,4,None,N/A
SAF-000291,2024-06-08,Afternoon,Plant-A,Welding,W-0007,2.5,No Incident,Caught In,None,13,Full,Yes,72.6,27.9,184,1.4,1,Procedure Update,N/A
SAF-000292,2024-10-26,Night,Plant-C,Quality,W-0131,17.0,No Incident,None,None,0,Full,Yes,54.5,31.8,94,5.6,4,None,Procedural
SAF-000293,2024-06-23,Morning,Plant-C,Painting,W-0197,6.8,No Incident,None,None,0,Partial,No,94.0,25.4,45,8.4,0,None,N/A
SAF-000294,2024-07-17,Morning,Plant-B,Logistics,W-0162,2.3,No Incident,None,High,0,Full,Yes,83.4,31.2,159,4.5,3,Training,N/A
SAF-000295,2024-08-01,Afternoon,Plant-B,Welding,W-0113,2.0,No Incident,Chemical,None,28,Full,Yes,71.5,23.2,65,8.7,0,None,N/A
SAF-000296,2024-09-30,Morning,Plant-C,Packaging,W-0077,0.4,No Incident,Thermal,None,0,Partial,Yes,84.6,38.3,153,5.2,3,Training,Environmental
SAF-000297,2024-07-24,Morning,Plant-B,Packaging,W-0171,2.5,No Incident,Ergonomic,None,0,Full,Yes,93.2,30.0,122,9.4,2,Training,N/A
SAF-000298,2024-12-29,Night,Plant-C,Logistics,W-0022,3.0,No Incident,None,None,26,Full,Yes,75.8,20.5,166,8.4,0,PPE Upgrade,N/A
SAF-000299,2024-06-26,Morning,Plant-A,Painting,W-0191,1.8,No Incident,None,None,0,Full,Yes,73.6,19.5,23,4.6,3,Training,N/A
SAF-000300,2024-02-15,Night,Plant-B,Welding,W-0074,0.8,No Incident,None,High,27,Full,Yes,69.4,37.7,89,2.9,3,PPE Upgrade,N/A
SAF-000301,2024-01-11,Afternoon,Plant-C,Quality,W-0086,3.4,No Incident,Noise,None,0,Full,Yes,74.9,29.3,166,1.2,0,Training,N/A
SAF-000302,2024-04-12,Afternoon,Plant-C,Packaging,W-0129,0.2,First Aid,None,None,0,Full,Yes,79.2,53.6,162,9.7,2,Training,Procedural
SAF-000303,2024-10-07,Morning,Plant-B,Painting,W-0111,14.9,No Incident,Struck By,None,9,Full,Yes,77.4,40.5,73,9.1,0,Procedure Update,N/A
SAF-000304,2024-11-01,Afternoon,Plant-A,Machining,W-0109,1.6,No Incident,None,None,0,Full,Yes,80.1,12.1,147,1.9,2,Equipment Fix,N/A
SAF-000305,2024-07-02,Night,Plant-B,Machining,W-0183,2.6,No Incident,None,Critical,2,Full,Yes,65.9,27.8,181,5.3,0,Equipment Fix,N/A
SAF-000306,2024-04-17,Morning,Plant-C,Welding,W-0131,4.1,No Incident,Ergonomic,None,0,Full,Yes,60.9,32.7,21,9.9,1,None,N/A
SAF-000307,2024-08-29,Night,Plant-A,Quality,W-0054,4.9,No Incident,None,None,0,Full,Yes,77.0,19.1,49,6.2,0,None,Equipment Failure
SAF-000308,2024-12-17,Morning,Plant-A,Welding,W-0080,2.7,First Aid,Chemical,None,0,Full,Yes,75.7,39.8,97,5.3,2,Training,Human Error
SAF-000309,2024-11-20,Night,Plant-B,Logistics,W-0082,2.2,No Incident,Electrical,None,0,Full,Yes,71.9,21.6,183,2.0,4,None,N/A
SAF-000310,2024-04-02,Night,Plant-A,Packaging,W-0064,3.5,No Incident,None,None,0,Full,Yes,66.0,19.1,70,6.2,0,Procedure Update,Human Error
SAF-000311,2024-03-10,Morning,Plant-C,Maintenance,W-0002,0.8,No Incident,None,None,22,Partial,Yes,74.3,14.2,159,5.8,4,Equipment Fix,Environmental
SAF-000312,2024-08-23,Afternoon,Plant-B,Packaging,W-0046,1.2,No Incident,None,None,0,Full,No,79.6,17.4,75,7.1,1,PPE Upgrade,N/A
SAF-000313,2024-12-27,Night,Plant-A,Welding,W-0147,4.9,No Incident,None,None,10,Full,Yes,70.4,36.3,109,8.4,4,None,N/A
SAF-000314,2024-09-28,Night,Plant-B,Logistics,W-0014,0.0,No Incident,None,None,0,Full,No,90.5,28.5,111,9.9,4,None,Equipment Failure
SAF-000315,2024-04-27,Afternoon,Plant-B,Packaging,W-0189,8.6,No Incident,None,Medium,5,Full,Yes,53.9,35.7,33,2.2,0,Equipment Fix,N/A
SAF-000316,2024-10-20,Morning,Plant-A,Welding,W-0200,22.6,No Incident,Fall,None,0,Full,Yes,72.1,24.6,29,8.7,4,None,N/A
SAF-000317,2024-04-03,Night,Plant-C,Maintenance,W-0107,0.3,No Incident,Struck By,None,0,Full,Yes,67.0,30.7,121,6.1,3,None,Unknown
SAF-000318,2024-11-03,Morning,Plant-A,Machining,W-0165,4.3,Property Damage,None,None,0,Full,Yes,63.0,10.0,195,2.1,2,None,Unknown
SAF-000319,2024-01-05,Afternoon,Plant-B,Welding,W-0132,3.9,No Incident,None,None,11,Full,Yes,77.5,46.2,195,9.6,3,None,N/A
SAF-000320,2024-03-26,Night,Plant-A,Assembly,W-0087,6.7,No Incident,None,None,30,Full,Yes,78.9,37.2,158,8.3,3,None,Human Error
SAF-000321,2024-06-23,Night,Plant-B,Maintenance,W-0026,5.5,No Incident,None,None,0,Partial,Yes,93.7,30.3,26,9.1,1,None,Procedural
SAF-000322,2024-04-19,Night,Plant-B,Logistics,W-0070,5.0,No Incident,Noise,None,11,Full,Yes,95.4,20.1,97,9.9,2,None,Unknown
SAF-000323,2024-04-02,Afternoon,Plant-A,Quality,W-0026,0.5,No Incident,None,None,0,Partial,Yes,78.4,30.4,99,7.3,1,None,N/A
SAF-000324,2024-06-06,Night,Plant-A,Logistics,W-0098,0.4,No Incident,Struck By,None,0,Full,Yes,72.6,27.8,105,3.7,0,PPE Upgrade,N/A
SAF-000325,2024-05-17,Afternoon,Plant-A,Welding,W-0054,3.5,No Incident,Caught In,None,0,Full,Yes,75.3,35.1,87,9.2,2,Procedure Update,N/A
SAF-000326,2024-09-27,Afternoon,Plant-B,Welding,W-0064,1.9,Near Miss,Ergonomic,None,0,Full,Yes,52.8,32.7,69,9.7,2,Training,Human Error
SAF-000327,2024-10-05,Morning,Plant-A,Packaging,W-0181,6.1,No Incident,Caught In,None,0,Full,Yes,100.2,23.5,179,3.2,0,PPE Upgrade,Environmental
SAF-000328,2024-10-05,Night,Plant-B,Welding,W-0169,4.1,No Incident,Fall,None,0,Full,Yes,78.4,34.9,39,4.5,4,Equipment Fix,Environmental
SAF-000329,2024-01-12,Morning,Plant-A,Machining,W-0095,2.7,No Incident,Thermal,None,18,Full,No,92.6,41.6,159,6.8,3,Equipment Fix,N/A
SAF-000330,2024-09-08,Morning,Plant-A,Quality,W-0021,1.7,No Incident,None,Low,0,Full,Yes,85.1,28.7,76,8.5,0,Procedure Update,N/A
SAF-000331,2024-07-28,Afternoon,Plant-C,Painting,W-0143,2.7,No Incident,None,Medium,0,Full,Yes,101.7,24.6,64,9.4,2,None,N/A
SAF-000332,2024-11-02,Night,Plant-B,Maintenance,W-0129,7.9,First Aid,None,None,0,Full,Yes,71.5,32.7,119,3.8,1,Equipment Fix,N/A
SAF-000333,2024-12-29,Afternoon,Plant-B,Assembly,W-0127,1.6,No Incident,None,None,0,Full,Yes,62.9,22.8,184,6.9,3,Training,N/A
