inspection_id,timestamp,batch_id,product_id,production_line,inspector_id,inspection_method,sample_size,defects_found,defect_type,dimension_mm,tolerance_upper_mm,tolerance_lower_mm,hardness_HRC,surface_roughness_Ra,weight_g,pass_fail,disposition,cpk,notes
QI-000135,2024-01-01 04:28:07,BATCH-0005688,PROD-017,LINE-9,QI-005,Manual Gauge,93,1,NONE,49.6696,50.5,49.5,60.6,0.2,250.92,Pass,Accept,2.213,OK
QI-000136,2024-01-01 04:30:01,BATCH-0005949,PROD-008,LINE-3,QI-005,Laser Scan,14,2,NONE,50.4281,50.5,49.5,62.9,2.333,248.08,Pass,Accept,1.151,Minor deviation
QI-000137,2024-01-01 04:32:25,BATCH-0009662,PROD-003,LINE-3,QI-015,Ultrasonic,51,4,Scratch,50.1346,50.5,49.5,54.8,0.2,247.5,Pass,Accept,1.273,Critical failure
QI-000138,2024-01-01 04:34:04,BATCH-0001376,PROD-011,LINE-1,QI-015,CMM,12,5,Contamination,49.1848,50.5,49.5,57.9,0.679,244.69,Pass,Accept,1.396,Critical failure
QI-000139,2024-01-01 04:36:06,BATCH-0006201,PROD-009,LINE-7,QI-003,Visual,61,0,Surface Finish,50.6331,50.5,49.5,63.7,2.39,253.67,Pass,Accept,1.592,Needs rework
QI-000140,2024-01-01 04:38:19,BATCH-0009939,PROD-019,LINE-3,QI-005,Ultrasonic,43,5,Dimensional,50.1452,50.5,49.5,59.4,1.392,241.61,Pass,Accept,1.795,Needs rework
QI-000141,2024-01-01 04:40:18,BATCH-0008982,PROD-022,LINE-6,QI-020,Manual Gauge,48,4,NONE,49.9372,50.5,49.5,58.1,1.015,235.65,Pass,Accept,1.118,Within spec
QI-000142,2024-01-01 04:42:29,BATCH-0003100,PROD-001,LINE-1,QI-019,Manual Gauge,97,7,Missing Feature,49.8697,50.5,49.5,60.0,0.656,248.91,Pass,Accept,1.786,Within spec
QI-000143,2024-01-01 04:44:07,BATCH-0004053,PROD-025,LINE-8,QI-009,Ultrasonic,24,3,Dimensional,49.4064,50.5,49.5,57.8,1.904,254.54,Pass,Accept,1.391,Within spec
QI-000144,2024-01-01 04:46:08,BATCH-0001207,PROD-019,LINE-10,QI-001,CMM,21,8,Burr,49.6983,50.5,49.5,62.9,0.23,250.84,Pass,Accept,1.491,OK
QI-000145,2024-01-01 04:48:08,BATCH-0007998,PROD-001,LINE-8,QI-014,X-Ray,8,12,Scratch,50.0241,50.5,49.5,54.9,1.126,257.35,Pass,Accept,1.233,Minor deviation
QI-000146,2024-01-01 04:50:12,BATCH-0009648,PROD-020,LINE-1,QI-004,CMM,98,4,NONE,49.7067,50.5,49.5,57.5,2.454,235.15,Pass,Accept,1.664,Minor deviation
QI-000147,2024-01-01 04:52:00,BATCH-0003472,PROD-001,LINE-1,QI-012,Visual,91,4,Scratch,49.1508,50.5,49.5,58.5,0.727,247.14,Pass,Accept,1.568,OK
QI-000148,2024-01-01 04:54:25,BATCH-0006157,PROD-016,LINE-8,QI-020,Manual Gauge,96,14,Missing Feature,49.4462,50.5,49.5,59.5,0.246,239.42,Pass,Accept,0.956,Within spec
QI-000149,2024-01-01 04:56:12,BATCH-0004711,PROD-013,LINE-7,QI-001,CMM,63,4,NONE,50.6098,50.5,49.5,56.9,1.14,255.0,Pass,Accept,1.554,Critical failure
QI-000150,2024-01-01 04:58:26,BATCH-0008185,PROD-002,LINE-7,QI-003,CMM,6,10,NONE,51.13,50.5,49.5,57.5,0.853,252.49,Pass,Accept,1.291,Minor deviation
QI-000151,2024-01-01 05:00:22,BATCH-0000458,PROD-014,LINE-8,QI-018,Laser Scan,39,1,Surface Finish,49.7949,50.5,49.5,59.4,0.2,259.79,Pass,Accept,1.942,Within spec
QI-000152,2024-01-01 05:02:28,BATCH-0008506,PROD-020,LINE-4,QI-005,CMM,45,8,NONE,50.8898,50.5,49.5,57.5,0.252,249.55,Pass,Accept,1.387,Critical failure
QI-000153,2024-01-01 05:04:00,BATCH-0009866,PROD-002,LINE-1,QI-020,Manual Gauge,44,7,NONE,49.641,50.5,49.5,56.7,0.868,245.82,Pass,Accept,1.924,OK
QI-000154,2024-01-01 05:06:26,BATCH-0004223,PROD-022,LINE-9,QI-001,Visual,73,8,Scratch,49.7119,50.5,49.5,56.3,1.327,249.1,Pass,Accept,0.92,Needs rework
QI-000155,2024-01-01 05:08:27,BATCH-0004915,PROD-005,LINE-8,QI-003,X-Ray,6,13,Burr,50.4556,50.5,49.5,61.9,2.224,247.13,Pass,Scrap,0.925,Within spec
QI-000156,2024-01-01 05:10:30,BATCH-0000708,PROD-004,LINE-10,QI-009,X-Ray,77,0,Dimensional,49.1937,50.5,49.5,58.3,0.946,249.19,Pass,Accept,1.699,Minor deviation
QI-000157,2024-01-01 05:12:30,BATCH-0006320,PROD-013,LINE-9,QI-018,Ultrasonic,94,8,Dimensional,50.3435,50.5,49.5,56.8,0.79,257.23,Fail,Hold,1.478,OK
QI-000158,2024-01-01 05:14:12,BATCH-0005741,PROD-016,LINE-1,QI-015,Manual Gauge,28,3,NONE,50.3089,50.5,49.5,58.9,0.482,249.16,Pass,Accept,1.852,Within spec
QI-000159,2024-01-01 05:16:18,BATCH-0004850,PROD-009,LINE-5,QI-010,Visual,22,0,Burr,50.2426,50.5,49.5,59.8,0.378,253.95,Pass,Accept,1.611,Critical failure
QI-000160,2024-01-01 05:18:08,BATCH-0005816,PROD-018,LINE-3,QI-020,Visual,24,10,NONE,50.7656,50.5,49.5,62.5,1.8,252.38,Pass,Accept,1.156,Minor deviation
QI-000161,2024-01-01 05:20:22,BATCH-0002446,PROD-025,LINE-6,QI-010,X-Ray,37,1,Crack,50.9442,50.5,49.5,59.2,1.009,252.97,Pass,Accept,1.802,Minor deviation
QI-000162,2024-01-01 05:22:07,BATCH-0005474,PROD-001,LINE-7,QI-015,Laser Scan,79,11,Scratch,50.2544,50.5,49.5,60.7,0.488,256.32,Pass,Accept,1.531,OK
QI-000163,2024-01-01 05:24:21,BATCH-0009355,PROD-024,LINE-9,QI-012,X-Ray,34,4,Dimensional,50.0483,50.5,49.5,61.0,0.649,248.17,Pass,Accept,1.853,Needs rework
QI-000164,2024-01-01 05:26:29,BATCH-0003320,PROD-013,LINE-3,QI-020,Ultrasonic,67,12,Surface Finish,49.8196,50.5,49.5,60.1,1.517,249.88,Pass,Accept,1.37,Minor deviation
QI-000165,2024-01-01 05:28:00,BATCH-0006040,PROD-024,LINE-2,QI-013,Manual Gauge,93,1,Contamination,51.039,50.5,49.5,57.2,2.459,258.06,Fail,Accept,1.538,Minor deviation
QI-000166,2024-01-01 05:30:12,BATCH-0007653,PROD-023,LINE-3,QI-018,Visual,28,4,Contamination,50.0843,50.5,49.5,58.0,3.833,253.55,Pass,Accept,1.216,Critical failure
QI-000167,2024-01-01 05:32:19,BATCH-0000352,PROD-006,LINE-7,QI-016,CMM,86,14,NONE,50.234,50.5,49.5,58.4,0.2,255.97,Pass,Accept,1.336,Within spec
QI-000168,2024-01-01 05:34:11,BATCH-0008151,PROD-006,LINE-2,QI-005,Ultrasonic,26,5,Missing Feature,50.5509,50.5,49.5,55.5,0.357,254.74,Pass,Accept,1.494,OK
QI-000169,2024-01-01 05:36:20,BATCH-0006262,PROD-010,LINE-9,QI-002,Laser Scan,50,10,Crack,50.1444,50.5,49.5,53.1,3.002,239.43,Pass,Accept,1.366,Within spec
QI-000170,2024-01-01 05:38:04,BATCH-0006041,PROD-024,LINE-3,QI-011,Ultrasonic,93,8,Surface Finish,50.0947,50.5,49.5,56.7,0.2,255.61,Pass,Accept,1.786,Needs rework
QI-000171,2024-01-01 05:40:06,BATCH-0000110,PROD-014,LINE-1,QI-015,Laser Scan,77,3,Missing Feature,50.9513,50.5,49.5,55.1,1.5,244.9,Pass,Accept,1.155,Minor deviation
QI-000172,2024-01-01 05:42:10,BATCH-0009447,PROD-023,LINE-6,QI-015,CMM,13,3,Porosity,49.0575,50.5,49.5,58.9,0.2,253.94,Pass,Accept,1.585,Minor deviation
QI-000173,2024-01-01 05:44:14,BATCH-0004276,PROD-018,LINE-2,QI-020,CMM,49,2,NONE,49.8542,50.5,49.5,62.7,0.56,256.36,Pass,Accept,1.627,Critical failure
QI-000174,2024-01-01 05:46:17,BATCH-0006422,PROD-010,LINE-9,QI-016,X-Ray,16,7,Missing Feature,49.9072,50.5,49.5,65.2,0.334,248.45,Pass,Accept,1.654,Within spec
QI-000175,2024-01-01 05:48:28,BATCH-0002948,PROD-013,LINE-9,QI-018,CMM,40,6,Missing Feature,49.5709,50.5,49.5,58.3,0.2,253.05,Pass,Accept,1.704,Within spec
QI-000176,2024-01-01 05:50:12,BATCH-0000203,PROD-015,LINE-9,QI-009,Manual Gauge,9,9,Contamination,49.1963,50.5,49.5,59.3,1.782,253.2,Pass,Accept,1.241,OK
QI-000177,2024-01-01 05:52:10,BATCH-0007684,PROD-003,LINE-8,QI-007,Laser Scan,7,14,Contamination,49.6553,50.5,49.5,59.8,0.355,246.81,Pass,Accept,1.118,Critical failure
QI-000178,2024-01-01 05:54:24,BATCH-0008815,PROD-018,LINE-7,QI-006,Laser Scan,26,9,NONE,50.465,50.5,49.5,58.5,0.928,251.71,Pass,Accept,1.267,Within spec
QI-000179,2024-01-01 05:56:04,BATCH-0005249,PROD-018,LINE-5,QI-002,Visual,73,10,Surface Finish,49.7382,50.5,49.5,59.1,1.281,244.38,Pass,Accept,1.862,Minor deviation
QI-000180,2024-01-01 05:58:19,BATCH-0006970,PROD-017,LINE-8,QI-019,Laser Scan,9,4,Burr,50.724,50.5,49.5,58.1,0.86,254.89,Fail,Accept,1.74,Needs rework
QI-000181,2024-01-01 06:00:09,BATCH-0002412,PROD-008,LINE-3,QI-005,Laser Scan,51,5,NONE,49.8206,50.5,49.5,58.9,1.003,247.18,Pass,Accept,1.953,Minor deviation
QI-000182,2024-01-01 06:02:02,BATCH-0002987,PROD-012,LINE-8,QI-010,Ultrasonic,53,4,NONE,50.9653,50.5,49.5,58.7,0.2,246.42,Pass,Scrap,1.468,Minor deviation
QI-000183,2024-01-01 06:04:04,BATCH-0007376,PROD-005,LINE-1,QI-014,Manual Gauge,96,13,Crack,49.3179,50.5,49.5,55.9,1.288,249.15,Pass,Accept,1.611,Needs rework
QI-000184,2024-01-01 06:06:16,BATCH-0001814,PROD-025,LINE-1,QI-006,CMM,28,0,Contamination,49.931,50.5,49.5,55.7,0.242,242.15,Pass,Accept,1.447,Minor deviation
QI-000185,2024-01-01 06:08:10,BATCH-0009519,PROD-012,LINE-3,QI-016,Visual,82,3,Crack,50.0732,50.5,49.5,55.3,6.3,247.32,Pass,Accept,1.543,Within spec
QI-000186,2024-01-01 06:10:07,BATCH-0002624,PROD-019,LINE-4,QI-014,Ultrasonic,19,12,Contamination,49.9608,50.5,49.5,59.1,1.305,258.16,Fail,Accept,1.507,Critical failure
QI-000187,2024-01-01 06:12:15,BATCH-0006729,PROD-005,LINE-6,QI-020,CMM,60,12,NONE,49.1902,50.5,49.5,60.7,0.351,255.69,Pass,Accept,1.586,Minor deviation
QI-000188,2024-01-01 06:14:22,BATCH-0000428,PROD-010,LINE-6,QI-016,Laser Scan,24,1,Missing Feature,50.0889,50.5,49.5,58.3,0.642,252.08,Pass,Accept,1.146,Minor deviation
QI-000189,2024-01-01 06:16:26,BATCH-0002109,PROD-019,LINE-2,QI-014,Laser Scan,76,6,Missing Feature,49.3866,50.5,49.5,56.7,0.286,248.11,Pass,Accept,1.78,Within spec
QI-000190,2024-01-01 06:18:01,BATCH-0006276,PROD-019,LINE-8,QI-001,Laser Scan,59,3,Missing Feature,50.1821,50.5,49.5,56.6,0.321,246.05,Pass,Accept,1.128,OK
QI-000191,2024-01-01 06:20:01,BATCH-0001063,PROD-009,LINE-3,QI-015,Ultrasonic,32,14,Dimensional,50.4462,50.5,49.5,58.2,2.946,257.55,Pass,Accept,1.771,Minor deviation
QI-000192,2024-01-01 06:22:25,BATCH-0001988,PROD-024,LINE-4,QI-015,CMM,61,0,Surface Finish,50.2392,50.5,49.5,58.1,2.748,249.93,Fail,Accept,1.555,Needs rework
QI-000193,2024-01-01 06:24:12,BATCH-0009194,PROD-023,LINE-7,QI-011,CMM,79,11,Contamination,50.9492,50.5,49.5,56.1,1.256,240.64,Pass,Accept,0.997,OK
QI-000194,2024-01-01 06:26:27,BATCH-0007146,PROD-024,LINE-2,QI-001,Manual Gauge,94,1,Contamination,49.8062,50.5,49.5,62.6,2.375,250.87,Pass,Accept,1.049,Within spec
QI-000195,2024-01-01 06:28:30,BATCH-0008398,PROD-011,LINE-10,QI-017,Visual,86,1,NONE,49.9052,50.5,49.5,58.7,0.209,260.75,Pass,Accept,1.646,OK
QI-000196,2024-01-01 06:30:08,BATCH-0000328,PROD-002,LINE-2,QI-001,X-Ray,36,6,Crack,49.0853,50.5,49.5,60.0,4.334,253.1,Pass,Accept,1.531,Needs rework
QI-000197,2024-01-01 06:32:08,BATCH-0001926,PROD-023,LINE-2,QI-006,Ultrasonic,91,10,NONE,49.4888,50.5,49.5,58.7,1.958,253.2,Pass,Scrap,1.429,Needs rework
QI-000198,2024-01-01 06:34:16,BATCH-0000433,PROD-006,LINE-5,QI-005,Manual Gauge,49,10,Contamination,49.9533,50.5,49.5,60.3,0.681,253.79,Fail,Accept,1.425,Within spec
QI-000199,2024-01-01 06:36:28,BATCH-0009935,PROD-003,LINE-5,QI-004,Ultrasonic,56,0,Missing Feature,49.9304,50.5,49.5,54.3,0.436,252.05,Pass,Accept,1.34,Within spec
QI-000200,2024-01-01 06:38:26,BATCH-0003610,PROD-015,LINE-2,QI-018,Laser Scan,39,1,Crack,50.2696,50.5,49.5,55.8,0.228,245.33,Pass,Accept,1.395,OK
QI-000201,2024-01-01 06:40:17,BATCH-0007144,PROD-001,LINE-3,QI-013,CMM,93,7,Contamination,49.5544,50.5,49.5,58.4,0.46,249.33,Pass,Scrap,2.088,Needs rework
QI-000202,2024-01-01 06:42:10,BATCH-0000053,PROD-015,LINE-3,QI-001,Manual Gauge,68,14,Dimensional,51.0899,50.5,49.5,57.6,1.245,249.93,Pass,Accept,1.179,Minor deviation
QI-000203,2024-01-01 06:44:09,BATCH-0009628,PROD-007,LINE-8,QI-020,Ultrasonic,35,9,Burr,50.3668,50.5,49.5,61.5,0.2,256.98,Pass,Accept,1.643,Within spec
QI-000204,2024-01-01 06:46:17,BATCH-0001115,PROD-025,LINE-2,QI-013,Manual Gauge,77,1,NONE,51.1024,50.5,49.5,54.5,0.438,242.0,Pass,Accept,1.328,Within spec
QI-000205,2024-01-01 06:48:15,BATCH-0009660,PROD-010,LINE-2,QI-013,X-Ray,74,9,Porosity,50.2051,50.5,49.5,60.8,0.2,249.08,Pass,Accept,1.038,Critical failure
QI-000206,2024-01-01 06:50:24,BATCH-0004561,PROD-018,LINE-6,QI-009,X-Ray,94,1,Crack,50.1923,50.5,49.5,59.8,0.727,243.23,Pass,Accept,1.208,Needs rework
QI-000207,2024-01-01 06:52:30,BATCH-0009368,PROD-017,LINE-2,QI-010,Visual,42,6,NONE,50.4798,50.5,49.5,61.3,1.428,242.22,Pass,Accept,1.452,Within spec
QI-000208,2024-01-01 06:54:10,BATCH-0000058,PROD-009,LINE-5,QI-001,Laser Scan,10,10,NONE,50.206,50.5,49.5,55.4,1.153,245.46,Pass,Accept,1.656,Critical failure
QI-000209,2024-01-01 06:56:07,BATCH-0009106,PROD-009,LINE-5,QI-013,CMM,22,12,Surface Finish,49.9739,50.5,49.5,50.7,1.5,260.61,Pass,Accept,1.652,Needs rework
QI-000210,2024-01-01 06:58:03,BATCH-0001102,PROD-001,LINE-1,QI-004,Visual,35,13,Missing Feature,50.4117,50.5,49.5,58.7,2.028,252.57,Pass,Accept,1.241,Needs rework
QI-000211,2024-01-01 07:00:03,BATCH-0007658,PROD-018,LINE-2,QI-007,Visual,35,4,Dimensional,49.6106,50.5,49.5,59.3,0.2,252.07,Pass,Rework,1.853,Within spec
QI-000212,2024-01-01 07:02:30,BATCH-0000803,PROD-004,LINE-7,QI-019,Ultrasonic,39,5,Missing Feature,49.7037,50.5,49.5,59.5,1.341,251.72,Pass,Accept,1.928,Critical failure
QI-000213,2024-01-01 07:04:18,BATCH-0000803,PROD-016,LINE-4,QI-014,Manual Gauge,48,2,NONE,49.6152,50.5,49.5,57.4,1.192,259.52,Pass,Accept,1.57,Needs rework
QI-000214,2024-01-01 07:06:20,BATCH-0003217,PROD-013,LINE-8,QI-012,Laser Scan,40,8,Scratch,50.6194,50.5,49.5,60.9,0.253,248.87,Pass,Accept,1.92,Within spec
QI-000215,2024-01-01 07:08:24,BATCH-0002228,PROD-015,LINE-8,QI-013,Visual,20,10,NONE,50.4909,50.5,49.5,60.4,0.2,252.65,Pass,Accept,1.732,OK
QI-000216,2024-01-01 07:10:24,BATCH-0008186,PROD-002,LINE-6,QI-011,Ultrasonic,8,10,Porosity,50.9951,50.5,49.5,58.2,0.473,249.08,Fail,Accept,1.511,Within spec
QI-000217,2024-01-01 07:12:25,BATCH-0006656,PROD-001,LINE-4,QI-005,X-Ray,24,6,Contamination,50.2904,50.5,49.5,64.2,4.059,254.85,Pass,Scrap,1.514,Needs rework
QI-000218,2024-01-01 07:14:16,BATCH-0002754,PROD-010,LINE-10,QI-017,CMM,20,3,Burr,49.9055,50.5,49.5,59.7,0.542,242.01,Pass,Accept,1.631,Minor deviation
QI-000219,2024-01-01 07:16:25,BATCH-0008641,PROD-017,LINE-8,QI-020,Laser Scan,46,12,Burr,49.5187,50.5,49.5,59.1,0.552,247.71,Pass,Accept,1.851,Needs rework
QI-000220,2024-01-01 07:18:00,BATCH-0000396,PROD-003,LINE-2,QI-008,Visual,94,14,Porosity,49.5745,50.5,49.5,59.7,1.888,251.15,Pass,Accept,1.394,Within spec
QI-000221,2024-01-01 07:20:08,BATCH-0005648,PROD-011,LINE-4,QI-013,CMM,45,0,Crack,50.2195,50.5,49.5,62.8,1.827,255.75,Pass,Accept,1.66,Minor deviation
QI-000222,2024-01-01 07:22:05,BATCH-0008584,PROD-015,LINE-7,QI-004,Visual,51,3,NONE,50.378,50.5,49.5,57.0,0.302,252.2,Pass,Accept,2.482,Needs rework
QI-000223,2024-01-01 07:24:11,BATCH-0007567,PROD-013,LINE-8,QI-009,Ultrasonic,67,11,Scratch,49.5421,50.5,49.5,60.2,1.404,247.96,Pass,Accept,1.182,Needs rework
QI-000224,2024-01-01 07:26:11,BATCH-0007618,PROD-002,LINE-7,QI-020,Visual,32,0,Dimensional,49.8305,50.5,49.5,58.2,1.496,249.98,Pass,Scrap,1.409,Within spec
QI-000225,2024-01-01 07:28:30,BATCH-0008044,PROD-024,LINE-5,QI-014,Manual Gauge,40,12,NONE,50.5829,50.5,49.5,52.2,3.124,265.71,Pass,Accept,1.985,Minor deviation
QI-000226,2024-01-01 07:30:09,BATCH-0008123,PROD-014,LINE-7,QI-016,CMM,96,11,NONE,50.2143,50.5,49.5,60.1,0.2,253.27,Pass,Accept,1.821,Within spec
QI-000227,2024-01-01 07:32:28,BATCH-0000816,PROD-023,LINE-9,QI-005,X-Ray,57,0,Surface Finish,50.3225,50.5,49.5,61.3,0.2,250.26,Pass,Accept,2.096,OK
QI-000228,2024-01-01 07:34:04,BATCH-0001387,PROD-022,LINE-8,QI-018,Manual Gauge,37,4,Porosity,50.0282,50.5,49.5,58.9,1.175,244.98,Pass,Accept,1.283,OK
QI-000229,2024-01-01 07:36:16,BATCH-0004548,PROD-003,LINE-8,QI-010,Visual,39,9,NONE,49.3082,50.5,49.5,54.0,2.805,253.29,Pass,Scrap,1.115,Critical failure
QI-000230,2024-01-01 07:38:25,BATCH-0009645,PROD-018,LINE-6,QI-015,Laser Scan,67,10,Missing Feature,50.8477,50.5,49.5,61.5,0.892,259.79,Pass,Accept,0.824,OK
QI-000231,2024-01-01 07:40:00,BATCH-0007605,PROD-002,LINE-1,QI-015,X-Ray,62,14,Scratch,49.5529,50.5,49.5,57.7,0.89,250.75,Pass,Accept,1.398,Critical failure
QI-000232,2024-01-01 07:42:10,BATCH-0002198,PROD-007,LINE-4,QI-010,X-Ray,54,14,NONE,50.4251,50.5,49.5,57.7,5.011,252.55,Pass,Accept,1.955,Within spec
QI-000233,2024-01-01 07:44:07,BATCH-0006320,PROD-016,LINE-7,QI-007,X-Ray,16,4,NONE,49.5399,50.5,49.5,58.3,0.55,252.22,Pass,Accept,1.286,Minor deviation
QI-000234,2024-01-01 07:46:14,BATCH-0008299,PROD-012,LINE-1,QI-005,Visual,34,6,Surface Finish,50.0999,50.5,49.5,57.6,0.515,244.86,Pass,Accept,1.281,OK
QI-000235,2024-01-01 07:48:13,BATCH-0002121,PROD-004,LINE-8,QI-008,Laser Scan,29,7,Missing Feature,49.5032,50.5,49.5,54.0,2.285,244.15,Pass,Accept,2.104,Needs rework
QI-000236,2024-01-01 07:50:24,BATCH-0001648,PROD-003,LINE-9,QI-016,Manual Gauge,37,9,NONE,50.3097,50.5,49.5,55.1,0.21,247.07,Pass,Accept,1.231,Within spec
QI-000237,2024-01-01 07:52:09,BATCH-0001724,PROD-021,LINE-5,QI-003,X-Ray,52,6,Crack,50.8152,50.5,49.5,60.8,1.028,244.53,Pass,Accept,1.275,Within spec
QI-000238,2024-01-01 07:54:04,BATCH-0009227,PROD-011,LINE-3,QI-016,Ultrasonic,90,10,Missing Feature,49.669,50.5,49.5,58.7,6.3,244.74,Fail,Accept,1.476,OK
QI-000239,2024-01-01 07:56:11,BATCH-0005503,PROD-012,LINE-7,QI-016,CMM,36,11,Dimensional,49.5391,50.5,49.5,58.5,1.019,251.91,Pass,Accept,1.515,OK
QI-000240,2024-01-01 07:58:10,BATCH-0006993,PROD-006,LINE-1,QI-017,CMM,97,11,Contamination,50.5194,50.5,49.5,60.3,0.2,246.31,Pass,Accept,1.659,OK
QI-000241,2024-01-01 08:00:25,BATCH-0009829,PROD-020,LINE-2,QI-005,Manual Gauge,60,11,Scratch,50.4647,50.5,49.5,57.8,1.908,246.34,Fail,Accept,1.523,OK
QI-000242,2024-01-01 08:02:00,BATCH-0006574,PROD-006,LINE-6,QI-012,Ultrasonic,24,0,Dimensional,50.5324,50.5,49.5,58.6,5.005,245.2,Fail,Accept,1.514,OK
QI-000243,2024-01-01 08:04:15,BATCH-0005013,PROD-001,LINE-3,QI-013,X-Ray,19,2,Porosity,50.6344,50.5,49.5,60.6,0.2,255.6,Pass,Accept,1.708,Within spec
QI-000244,2024-01-01 08:06:17,BATCH-0007111,PROD-021,LINE-1,QI-009,Laser Scan,64,13,Surface Finish,50.9515,50.5,49.5,55.1,1.65,254.44,Pass,Accept,1.692,Within spec
QI-000245,2024-01-01 08:08:27,BATCH-0000462,PROD-015,LINE-2,QI-020,CMM,58,0,Surface Finish,49.7387,50.5,49.5,66.0,0.716,249.63,Pass,Accept,1.573,Needs rework
QI-000246,2024-01-01 08:10:30,BATCH-0008043,PROD-002,LINE-7,QI-005,X-Ray,82,8,Dimensional,50.1678,50.5,49.5,57.5,0.94,249.66,Pass,Accept,0.984,Needs rework
QI-000247,2024-01-01 08:12:13,BATCH-0007367,PROD-005,LINE-10,QI-018,Ultrasonic,75,11,Scratch,50.3114,50.5,49.5,60.8,0.2,252.43,Pass,Accept,1.775,OK
QI-000248,2024-01-01 08:14:17,BATCH-0003315,PROD-006,LINE-6,QI-012,Manual Gauge,56,14,Scratch,49.4788,50.5,49.5,60.7,1.185,251.45,Fail,Accept,1.515,OK
QI-000249,2024-01-01 08:16:16,BATCH-0005210,PROD-021,LINE-7,QI-003,Visual,81,12,NONE,50.522,50.5,49.5,57.3,0.746,252.95,Pass,Accept,1.584,Within spec
QI-000250,2024-01-01 08:18:20,BATCH-0009743,PROD-003,LINE-2,QI-009,CMM,87,2,Scratch,49.6702,50.5,49.5,60.9,0.261,246.34,Pass,Accept,2.096,OK
QI-000251,2024-01-01 08:20:30,BATCH-0005932,PROD-008,LINE-7,QI-020,Visual,55,2,Crack,50.1355,50.5,49.5,56.6,1.606,248.43,Pass,Accept,1.861,Critical failure
QI-000252,2024-01-01 08:22:14,BATCH-0006396,PROD-024,LINE-8,QI-008,Laser Scan,11,2,NONE,49.7692,50.5,49.5,51.7,0.209,240.76,Pass,Rework,1.517,Within spec
QI-000253,2024-01-01 08:24:17,BATCH-0009224,PROD-013,LINE-3,QI-001,Ultrasonic,50,8,Porosity,50.4009,50.5,49.5,60.0,0.555,250.57,Pass,Accept,1.348,Within spec
QI-000254,2024-01-01 08:26:12,BATCH-0001837,PROD-013,LINE-8,QI-010,Visual,18,3,Crack,49.5181,50.5,49.5,58.6,0.571,254.55,Pass,Accept,1.839,OK
QI-000255,2024-01-01 08:28:00,BATCH-0009714,PROD-021,LINE-10,QI-014,X-Ray,48,12,NONE,49.8829,50.5,49.5,57.6,0.342,250.09,Pass,Accept,1.636,OK
QI-000256,2024-01-01 08:30:21,BATCH-0002741,PROD-010,LINE-1,QI-019,Ultrasonic,46,14,NONE,49.4693,50.5,49.5,66.5,0.2,247.13,Pass,Accept,1.618,Needs rework
QI-000257,2024-01-01 08:32:05,BATCH-0002447,PROD-011,LINE-4,QI-018,CMM,99,10,Surface Finish,49.3137,50.5,49.5,57.0,1.174,245.65,Pass,Accept,1.386,Critical failure
QI-000258,2024-01-01 08:34:01,BATCH-0000605,PROD-013,LINE-1,QI-001,Laser Scan,15,7,NONE,49.8302,50.5,49.5,54.7,2.158,248.1,Pass,Accept,1.787,OK
QI-000259,2024-01-01 08:36:07,BATCH-0005802,PROD-019,LINE-2,QI-020,X-Ray,93,10,Dimensional,49.7866,50.5,49.5,62.8,0.222,255.51,Pass,Accept,1.63,Needs rework
QI-000260,2024-01-01 08:38:23,BATCH-0001969,PROD-024,LINE-8,QI-016,Ultrasonic,32,5,NONE,49.1577,50.5,49.5,57.8,2.352,251.69,Pass,Accept,2.243,Within spec
QI-000261,2024-01-01 08:40:18,BATCH-0003354,PROD-010,LINE-7,QI-011,Manual Gauge,59,8,NONE,50.6604,50.5,49.5,51.6,1.458,253.04,Pass,Accept,1.263,OK
QI-000262,2024-01-01 08:42:30,BATCH-0006036,PROD-009,LINE-6,QI-010,Ultrasonic,74,9,NONE,49.7402,50.5,49.5,55.0,1.963,247.87,Pass,Accept,1.505,Minor deviation
QI-000263,2024-01-01 08:44:04,BATCH-0006575,PROD-018,LINE-4,QI-010,X-Ray,66,7,Crack,50.1885,50.5,49.5,58.4,1.186,246.48,Pass,Scrap,0.933,Critical failure
QI-000264,2024-01-01 08:46:05,BATCH-0003935,PROD-024,LINE-6,QI-004,CMM,54,7,NONE,49.8875,50.5,49.5,56.1,0.812,247.29,Pass,Accept,1.127,OK
QI-000265,2024-01-01 08:48:03,BATCH-0009322,PROD-022,LINE-9,QI-017,Ultrasonic,17,0,NONE,50.3458,50.5,49.5,60.1,1.042,259.04,Pass,Accept,1.385,OK
QI-000266,2024-01-01 08:50:07,BATCH-0007530,PROD-004,LINE-6,QI-005,CMM,40,1,NONE,48.5312,50.5,49.5,54.4,0.499,242.88,Pass,Accept,0.9,Minor deviation
QI-000267,2024-01-01 08:52:28,BATCH-0004626,PROD-006,LINE-10,QI-018,Visual,99,13,Contamination,50.0525,50.5,49.5,59.8,0.922,261.46,Pass,Accept,1.163,Minor deviation
QI-000268,2024-01-01 08:54:02,BATCH-0008695,PROD-001,LINE-9,QI-015,X-Ray,71,9,NONE,49.3633,50.5,49.5,57.8,0.2,250.03,Fail,Accept,1.279,OK
QI-000269,2024-01-01 08:56:29,BATCH-0009992,PROD-004,LINE-10,QI-014,Visual,73,10,Contamination,50.0912,50.5,49.5,56.9,1.064,250.78,Pass,Accept,0.959,Critical failure
