log_id,timestamp,machine_id,plant,production_line,event_type,event_category,severity_level,operator_id,shift,parameter_name,old_value,new_value,response_time_ms,duration_sec,alarm_code,acknowledged,system_component,session_id,message
LOG-0000130,2024-01-01 03:13:38,MCH-039,Plant-B,LINE-8,Shift Change,User,INFO,W-0093,Afternoon,Current,72.84,817.13,201.2,573.7,NONE,Yes,Actuator,SES-00094,Normal operation
LOG-0000131,2024-01-01 03:15:18,MCH-046,Plant-C,LINE-6,Parameter Change,Alert,ERROR,W-0151,Afternoon,Voltage,734.6,606.14,566.0,139.3,A001,N/A,SCADA,SES-00364,Backup completed
LOG-0000132,2024-01-01 03:16:42,MCH-044,Plant-B,LINE-10,Info,System,INFO,W-0136,Afternoon,N/A,959.4,539.86,469.0,65.5,NONE,Yes,Network,SES-00461,Calibration required
LOG-0000133,2024-01-01 03:18:12,MCH-041,Plant-B,LINE-4,Login,System,INFO,W-0118,Afternoon,Pressure,784.01,552.25,37.7,733.0,NONE,Yes,Actuator,SES-00097,Firmware update
LOG-0000134,2024-01-01 03:19:30,MCH-021,Plant-C,LINE-5,Shift Change,System,WARNING,W-0118,Morning,Speed,989.86,525.42,28.2,448.8,E001,N/A,Database,SES-00078,Setpoint changed
LOG-0000135,2024-01-01 03:21:28,MCH-032,Plant-C,LINE-6,Maintenance End,User,ERROR,W-0128,Night,N/A,893.69,434.42,132.0,36.9,NONE,Yes,Actuator,SES-00435,Firmware update
LOG-0000136,2024-01-01 03:22:56,MCH-023,Plant-C,LINE-1,Parameter Change,System,WARNING,W-0073,Night,Torque,899.97,875.42,330.1,40.4,E001,Yes,SCADA,SES-00164,Setpoint changed
LOG-0000137,2024-01-01 03:24:29,MCH-032,Plant-C,LINE-2,Machine Start,System,DEBUG,W-0034,Afternoon,Pressure,466.96,195.63,5.0,948.5,NONE,N/A,Sensor,SES-00103,Backup completed
LOG-0000138,2024-01-01 03:25:45,MCH-014,Plant-B,LINE-8,Logout,Alert,INFO,W-0160,Morning,Pressure,551.78,985.36,246.1,77.6,A003,N/A,SCADA,SES-00373,Manual override
LOG-0000139,2024-01-01 03:27:25,MCH-020,Plant-C,LINE-8,Machine Stop,Alert,INFO,W-0200,Afternoon,Voltage,343.88,513.26,269.0,110.0,NONE,Yes,Sensor,SES-00243,Firmware update
LOG-0000140,2024-01-01 03:28:30,MCH-010,Plant-B,LINE-7,Info,System,DEBUG,W-0112,Morning,Speed,150.57,630.28,75.1,128.4,NONE,N/A,HMI,SES-00244,Auto mode activated
LOG-0000141,2024-01-01 03:30:05,MCH-007,Plant-C,LINE-5,Shift Change,Operational,WARNING,W-0083,Night,N/A,374.44,398.94,805.9,56.6,NONE,No,Sensor,SES-00331,Firmware update
LOG-0000142,2024-01-01 03:31:47,MCH-019,Plant-A,LINE-1,Logout,Operational,WARNING,W-0185,Afternoon,Temperature,3.49,391.14,105.2,66.2,NONE,N/A,Drive,SES-00152,Firmware update
LOG-0000143,2024-01-01 03:33:20,MCH-009,Plant-B,LINE-9,Error,Alert,INFO,W-0023,Morning,Speed,28.53,158.51,99.8,39.4,NONE,N/A,Actuator,SES-00398,Connection timeout
LOG-0000144,2024-01-01 03:34:45,MCH-004,Plant-C,LINE-9,Error,Alert,WARNING,W-0073,Night,Temperature,624.88,237.97,507.0,271.6,NONE,N/A,Sensor,SES-00093,Connection timeout
LOG-0000145,2024-01-01 03:36:06,MCH-028,Plant-C,LINE-7,Error,System,INFO,W-0092,Morning,Torque,130.49,906.88,362.9,36.1,A001,N/A,Network,SES-00081,Normal operation
LOG-0000146,2024-01-01 03:38:00,MCH-005,Plant-C,LINE-3,Shift Change,System,INFO,W-0091,Morning,Torque,868.49,827.37,457.8,894.5,A005,N/A,HMI,SES-00328,Setpoint changed
LOG-0000147,2024-01-01 03:39:24,MCH-030,Plant-B,LINE-6,Shift Change,Alert,CRITICAL,W-0162,Morning,Temperature,48.7,314.47,138.8,240.9,NONE,N/A,Actuator,SES-00211,Firmware update
LOG-0000148,2024-01-01 03:40:55,MCH-030,Plant-C,LINE-7,Alarm Triggered,User,WARNING,W-0161,Morning,Torque,760.08,608.04,101.3,302.3,W002,N/A,Sensor,SES-00389,Threshold exceeded
LOG-0000149,2024-01-01 03:42:15,MCH-039,Plant-B,LINE-8,Logout,User,WARNING,W-0167,Afternoon,Temperature,616.38,446.73,5.0,239.3,E002,Yes,SCADA,SES-00227,Threshold exceeded
LOG-0000150,2024-01-01 03:43:56,MCH-041,Plant-C,LINE-9,Maintenance Start,Operational,INFO,W-0084,Night,Temperature,932.2,384.3,67.2,330.0,NONE,Yes,PLC,SES-00033,Firmware update
LOG-0000151,2024-01-01 03:45:04,MCH-031,Plant-C,LINE-3,Error,Alert,WARNING,W-0194,Morning,Current,63.16,8.48,15.1,1198.7,NONE,Yes,HMI,SES-00195,Setpoint changed
LOG-0000152,2024-01-01 03:46:36,MCH-010,Plant-B,LINE-4,Machine Stop,Operational,INFO,W-0076,Night,Speed,259.42,114.54,545.6,411.1,W001,Yes,Actuator,SES-00148,Normal operation
LOG-0000153,2024-01-01 03:48:17,MCH-008,Plant-C,LINE-1,Info,Alert,INFO,W-0132,Morning,Voltage,234.24,720.86,121.2,216.1,NONE,N/A,PLC,SES-00281,Threshold exceeded
LOG-0000154,2024-01-01 03:49:30,MCH-005,Plant-B,LINE-2,Maintenance Start,System,INFO,W-0135,Morning,Voltage,707.93,560.7,562.6,120.9,E001,Yes,Actuator,SES-00131,Sync successful
LOG-0000155,2024-01-01 03:51:11,MCH-013,Plant-A,LINE-8,Login,Alert,INFO,W-0138,Afternoon,N/A,603.19,160.03,23.2,31.9,NONE,Yes,SCADA,SES-00124,Manual override
LOG-0000156,2024-01-01 03:52:44,MCH-031,Plant-C,LINE-10,Maintenance Start,Alert,DEBUG,W-0054,Night,Voltage,624.59,329.01,97.1,174.1,NONE,No,SCADA,SES-00390,Firmware update
LOG-0000157,2024-01-01 03:54:03,MCH-022,Plant-C,LINE-6,Machine Start,Alert,INFO,W-0011,Afternoon,Flow,643.4,691.54,153.4,332.8,A002,N/A,Drive,SES-00177,Sync successful
LOG-0000158,2024-01-01 03:55:34,MCH-046,Plant-C,LINE-7,Warning,System,INFO,W-0060,Morning,Flow,916.36,786.94,35.5,592.5,NONE,N/A,Database,SES-00063,Firmware update
LOG-0000159,2024-01-01 03:57:03,MCH-018,Plant-B,LINE-7,Login,Process,INFO,W-0148,Afternoon,Speed,694.95,917.99,47.1,274.7,NONE,N/A,Drive,SES-00147,Setpoint changed
LOG-0000160,2024-01-01 03:58:42,MCH-026,Plant-B,LINE-7,Machine Stop,Process,WARNING,W-0130,Morning,Temperature,755.06,911.66,10.2,484.8,A001,Yes,Drive,SES-00184,Threshold exceeded
LOG-0000161,2024-01-01 04:00:27,MCH-014,Plant-A,LINE-10,Login,User,INFO,W-0080,Morning,N/A,722.53,111.66,119.0,20.3,NONE,Yes,Drive,SES-00467,Sync successful
LOG-0000162,2024-01-01 04:01:56,MCH-031,Plant-B,LINE-2,Shift Change,Process,WARNING,W-0005,Afternoon,Flow,751.68,780.25,81.8,182.4,NONE,N/A,Drive,SES-00147,Calibration required
LOG-0000163,2024-01-01 04:03:23,MCH-021,Plant-B,LINE-3,Alarm Triggered,Operational,INFO,W-0057,Afternoon,Torque,533.07,823.69,265.0,40.3,E001,N/A,SCADA,SES-00372,Connection timeout
LOG-0000164,2024-01-01 04:04:56,MCH-023,Plant-A,LINE-10,Warning,Alert,INFO,W-0027,Night,Torque,184.03,657.46,326.4,629.0,NONE,N/A,Drive,SES-00345,Auto mode activated
LOG-0000165,2024-01-01 04:06:28,MCH-007,Plant-C,LINE-4,Shift Change,User,INFO,W-0080,Night,Flow,749.83,361.37,8.0,24.9,W001,N/A,Sensor,SES-00208,Connection timeout
LOG-0000166,2024-01-01 04:07:56,MCH-021,Plant-B,LINE-3,Parameter Change,System,INFO,W-0061,Afternoon,Temperature,343.17,402.85,163.5,161.1,NONE,N/A,Database,SES-00069,Calibration required
LOG-0000167,2024-01-01 04:09:13,MCH-004,Plant-B,LINE-9,Shift Change,Process,INFO,W-0153,Morning,Torque,161.26,927.89,438.5,12.3,NONE,N/A,Database,SES-00200,Threshold exceeded
LOG-0000168,2024-01-01 04:10:35,MCH-019,Plant-A,LINE-5,Maintenance End,Alert,WARNING,W-0053,Morning,Voltage,249.7,583.14,71.1,145.4,NONE,N/A,Drive,SES-00021,Auto mode activated
LOG-0000169,2024-01-01 04:12:19,MCH-009,Plant-B,LINE-3,Job Start,Process,WARNING,W-0053,Morning,Flow,604.8,470.17,166.6,827.4,NONE,Yes,Actuator,SES-00166,Normal operation
LOG-0000170,2024-01-01 04:13:42,MCH-032,Plant-C,LINE-3,Error,System,WARNING,W-0068,Morning,Pressure,908.43,408.23,146.8,402.7,A004,No,PLC,SES-00176,Calibration required
LOG-0000171,2024-01-01 04:15:21,MCH-048,Plant-A,LINE-10,Alarm Triggered,Process,INFO,W-0016,Afternoon,Speed,946.12,423.44,202.7,63.0,NONE,Yes,Sensor,SES-00118,Setpoint changed
LOG-0000172,2024-01-01 04:16:58,MCH-026,Plant-C,LINE-10,Machine Start,System,CRITICAL,W-0137,Night,Pressure,801.99,193.13,13.3,1538.8,A004,N/A,SCADA,SES-00258,Auto mode activated
LOG-0000173,2024-01-01 04:18:12,MCH-019,Plant-B,LINE-10,Machine Start,User,INFO,W-0131,Afternoon,Current,477.73,199.77,15.9,27.2,NONE,N/A,PLC,SES-00487,Setpoint changed
LOG-0000174,2024-01-01 04:19:46,MCH-014,Plant-C,LINE-7,Logout,Process,DEBUG,W-0158,Morning,Current,650.15,597.86,120.1,724.7,NONE,N/A,HMI,SES-00186,Backup completed
LOG-0000175,2024-01-01 04:21:20,MCH-042,Plant-A,LINE-6,Parameter Change,Operational,INFO,W-0165,Night,Temperature,119.4,235.77,74.1,77.6,NONE,Yes,Drive,SES-00458,Setpoint changed
LOG-0000176,2024-01-01 04:22:54,MCH-031,Plant-A,LINE-1,Warning,System,INFO,W-0134,Night,Speed,885.99,137.35,735.2,221.8,NONE,Yes,PLC,SES-00182,Threshold exceeded
LOG-0000177,2024-01-01 04:24:22,MCH-006,Plant-A,LINE-4,Machine Start,Alert,INFO,W-0016,Night,N/A,909.71,487.44,131.2,278.4,E001,Yes,Drive,SES-00180,Auto mode activated
LOG-0000178,2024-01-01 04:25:35,MCH-021,Plant-B,LINE-2,Info,Alert,ERROR,W-0020,Night,Flow,282.52,552.96,59.8,938.8,NONE,Yes,Database,SES-00278,Normal operation
LOG-0000179,2024-01-01 04:27:15,MCH-024,Plant-B,LINE-7,Job Start,System,INFO,W-0115,Morning,Voltage,276.24,472.76,5.0,36.4,NONE,Yes,PLC,SES-00257,Setpoint changed
LOG-0000180,2024-01-01 04:28:37,MCH-015,Plant-C,LINE-9,Error,Process,INFO,W-0195,Night,Flow,198.25,964.22,52.4,216.0,NONE,Yes,Drive,SES-00174,Backup completed
LOG-0000181,2024-01-01 04:30:08,MCH-013,Plant-C,LINE-3,Info,Process,INFO,W-0064,Night,Voltage,60.2,209.3,377.0,273.4,E002,Yes,Database,SES-00293,Threshold exceeded
LOG-0000182,2024-01-01 04:31:35,MCH-033,Plant-A,LINE-2,Job Start,User,DEBUG,W-0200,Afternoon,Pressure,717.84,602.1,421.0,1857.3,NONE,Yes,Database,SES-00302,Manual override
LOG-0000183,2024-01-01 04:33:16,MCH-014,Plant-A,LINE-5,Login,Process,INFO,W-0024,Afternoon,Current,286.91,515.9,130.2,98.8,W001,N/A,Sensor,SES-00051,Threshold exceeded
LOG-0000184,2024-01-01 04:34:48,MCH-020,Plant-B,LINE-8,Alarm Triggered,User,INFO,W-0089,Afternoon,Temperature,406.2,88.91,303.0,36.8,NONE,N/A,PLC,SES-00376,Firmware update
LOG-0000185,2024-01-01 04:36:27,MCH-015,Plant-C,LINE-9,Logout,Operational,INFO,W-0070,Morning,Temperature,725.0,206.23,85.8,288.1,A004,Yes,Drive,SES-00462,Calibration required
LOG-0000186,2024-01-01 04:37:31,MCH-032,Plant-A,LINE-7,Machine Start,Operational,INFO,W-0076,Night,Pressure,710.66,870.15,132.9,364.6,E002,N/A,PLC,SES-00433,Normal operation
LOG-0000187,2024-01-01 04:39:20,MCH-011,Plant-A,LINE-10,Job End,Operational,INFO,W-0087,Morning,Voltage,476.87,420.16,300.2,234.3,W002,N/A,Drive,SES-00326,Threshold exceeded
LOG-0000188,2024-01-01 04:40:55,MCH-016,Plant-B,LINE-3,Error,Alert,INFO,W-0106,Morning,Flow,629.56,146.39,170.2,50.8,E001,N/A,Database,SES-00272,Connection timeout
LOG-0000189,2024-01-01 04:42:08,MCH-028,Plant-B,LINE-10,Error,System,INFO,W-0112,Afternoon,Pressure,559.84,429.85,46.3,254.3,NONE,N/A,Network,SES-00290,Calibration required
LOG-0000190,2024-01-01 04:43:35,MCH-026,Plant-B,LINE-1,Machine Stop,Operational,DEBUG,W-0130,Morning,Voltage,37.12,829.91,360.5,421.2,NONE,N/A,Sensor,SES-00389,Setpoint changed
LOG-0000191,2024-01-01 04:45:12,MCH-028,Plant-C,LINE-2,Login,Alert,WARNING,W-0174,Morning,Flow,322.59,721.95,10.2,57.6,NONE,N/A,Actuator,SES-00468,Threshold exceeded
LOG-0000192,2024-01-01 04:46:47,MCH-041,Plant-B,LINE-8,Alarm Cleared,System,DEBUG,W-0153,Night,Temperature,901.99,347.42,31.9,483.2,E002,Yes,Database,SES-00032,Normal operation
LOG-0000193,2024-01-01 04:48:10,MCH-028,Plant-B,LINE-10,Login,Process,WARNING,W-0069,Afternoon,Flow,560.0,752.23,145.5,802.3,A001,No,SCADA,SES-00113,Normal operation
LOG-0000194,2024-01-01 04:49:53,MCH-048,Plant-A,LINE-7,Maintenance Start,Process,INFO,W-0023,Night,Speed,50.84,121.68,348.9,689.4,NONE,N/A,Sensor,SES-00477,Connection timeout
LOG-0000195,2024-01-01 04:51:21,MCH-019,Plant-C,LINE-2,Shift Change,User,INFO,W-0051,Night,Speed,927.46,67.31,46.1,36.6,NONE,Yes,Drive,SES-00138,Threshold exceeded
LOG-0000196,2024-01-01 04:52:39,MCH-013,Plant-B,LINE-4,Info,Process,INFO,W-0194,Afternoon,Temperature,394.07,636.5,468.2,528.9,NONE,N/A,SCADA,SES-00242,Connection timeout
LOG-0000197,2024-01-01 04:54:09,MCH-030,Plant-C,LINE-9,Job Start,System,ERROR,W-0085,Afternoon,Flow,840.11,209.96,75.6,533.3,NONE,N/A,HMI,SES-00236,Sync successful
LOG-0000198,2024-01-01 04:55:42,MCH-002,Plant-A,LINE-9,Error,Process,WARNING,W-0135,Morning,N/A,409.06,291.93,127.6,471.8,NONE,Yes,SCADA,SES-00351,Backup completed
LOG-0000199,2024-01-01 04:57:26,MCH-003,Plant-C,LINE-10,Logout,Operational,INFO,W-0164,Afternoon,Speed,79.73,223.49,15.5,825.5,E002,N/A,SCADA,SES-00478,Manual override
LOG-0000200,2024-01-01 04:58:30,MCH-008,Plant-A,LINE-3,Job End,Alert,WARNING,W-0043,Night,Voltage,941.43,988.97,14.1,168.9,NONE,Yes,PLC,SES-00130,Auto mode activated
LOG-0000201,2024-01-01 05:00:20,MCH-019,Plant-A,LINE-4,Error,Process,WARNING,W-0040,Night,N/A,528.6,464.73,158.9,158.5,NONE,N/A,Actuator,SES-00141,Manual override
LOG-0000202,2024-01-01 05:01:50,MCH-043,Plant-B,LINE-3,Alarm Triggered,Process,INFO,W-0021,Afternoon,Flow,254.94,731.9,14.4,20.8,NONE,No,PLC,SES-00382,Setpoint changed
LOG-0000203,2024-01-01 05:03:20,MCH-027,Plant-B,LINE-4,Parameter Change,Operational,INFO,W-0029,Afternoon,N/A,428.81,415.68,24.5,122.6,NONE,N/A,HMI,SES-00316,Normal operation
LOG-0000204,2024-01-01 05:04:52,MCH-030,Plant-B,LINE-8,Logout,Alert,INFO,W-0081,Night,Voltage,915.62,492.64,22.0,192.1,A002,N/A,Actuator,SES-00296,Calibration required
LOG-0000205,2024-01-01 05:06:30,MCH-037,Plant-A,LINE-2,Info,User,DEBUG,W-0025,Morning,Flow,304.4,177.46,162.0,235.8,A005,N/A,SCADA,SES-00179,Connection timeout
LOG-0000206,2024-01-01 05:07:51,MCH-023,Plant-B,LINE-2,Machine Stop,Process,WARNING,W-0045,Afternoon,Temperature,278.04,12.73,29.5,235.4,W002,Yes,Actuator,SES-00403,Threshold exceeded
LOG-0000207,2024-01-01 05:09:12,MCH-002,Plant-B,LINE-3,Alarm Cleared,Operational,INFO,W-0120,Afternoon,Torque,0.4,71.76,240.7,268.3,NONE,N/A,PLC,SES-00444,Threshold exceeded
LOG-0000208,2024-01-01 05:10:46,MCH-045,Plant-A,LINE-2,Machine Stop,Alert,INFO,W-0189,Morning,Temperature,168.87,536.38,182.6,107.2,NONE,Yes,Drive,SES-00497,Backup completed
LOG-0000209,2024-01-01 05:12:16,MCH-001,Plant-C,LINE-7,Job End,System,INFO,W-0189,Night,Temperature,680.72,363.43,44.4,420.6,NONE,N/A,Network,SES-00285,Setpoint changed
LOG-0000210,2024-01-01 05:13:48,MCH-045,Plant-C,LINE-8,Machine Start,Process,WARNING,W-0004,Night,Flow,756.51,154.36,194.3,168.9,W002,Yes,Network,SES-00172,Setpoint changed
LOG-0000211,2024-01-01 05:15:10,MCH-039,Plant-A,LINE-5,Alarm Cleared,User,INFO,W-0112,Morning,Flow,201.15,77.96,31.0,265.4,NONE,N/A,Actuator,SES-00109,Sync successful
LOG-0000212,2024-01-01 05:16:59,MCH-030,Plant-C,LINE-6,Maintenance Start,System,ERROR,W-0089,Afternoon,Pressure,837.56,494.78,99.8,169.4,NONE,N/A,Network,SES-00361,Connection timeout
LOG-0000213,2024-01-01 05:18:16,MCH-048,Plant-B,LINE-7,Info,System,DEBUG,W-0012,Afternoon,Voltage,653.85,848.06,259.1,477.5,NONE,N/A,SCADA,SES-00312,Sync successful
LOG-0000214,2024-01-01 05:19:49,MCH-011,Plant-B,LINE-5,Logout,Operational,INFO,W-0051,Afternoon,Speed,957.88,183.73,488.3,393.7,A005,N/A,HMI,SES-00389,Backup completed
LOG-0000215,2024-01-01 05:21:19,MCH-001,Plant-B,LINE-7,Maintenance End,System,INFO,W-0140,Morning,Current,365.66,296.45,252.0,471.1,A002,N/A,SCADA,SES-00396,Setpoint changed
LOG-0000216,2024-01-01 05:22:55,MCH-046,Plant-C,LINE-6,Alarm Triggered,Operational,INFO,W-0101,Night,Flow,182.33,714.38,410.3,18.3,A004,N/A,Sensor,SES-00418,Threshold exceeded
LOG-0000217,2024-01-01 05:24:27,MCH-004,Plant-C,LINE-7,Job End,User,INFO,W-0032,Night,Pressure,519.46,880.45,5.0,272.6,NONE,N/A,Sensor,SES-00054,Setpoint changed
LOG-0000218,2024-01-01 05:25:37,MCH-012,Plant-A,LINE-6,Error,Process,WARNING,W-0082,Morning,Torque,583.49,181.92,577.1,733.2,NONE,N/A,Drive,SES-00064,Manual override
LOG-0000219,2024-01-01 05:27:04,MCH-020,Plant-C,LINE-3,Shift Change,Operational,WARNING,W-0015,Afternoon,Torque,827.54,282.13,242.0,145.3,A005,N/A,PLC,SES-00386,Manual override
LOG-0000220,2024-01-01 05:28:32,MCH-006,Plant-A,LINE-4,Login,Alert,INFO,W-0081,Morning,Torque,188.09,908.53,62.7,626.2,E001,N/A,HMI,SES-00443,Firmware update
LOG-0000221,2024-01-01 05:30:19,MCH-041,Plant-C,LINE-3,Maintenance End,User,ERROR,W-0004,Morning,Current,303.54,853.17,32.6,372.4,NONE,N/A,Drive,SES-00408,Manual override
LOG-0000222,2024-01-01 05:31:32,MCH-037,Plant-A,LINE-9,Login,Operational,ERROR,W-0046,Morning,Flow,858.4,185.24,170.0,644.2,A001,N/A,Actuator,SES-00429,Firmware update
LOG-0000223,2024-01-01 05:33:21,MCH-005,Plant-A,LINE-7,Alarm Cleared,Alert,INFO,W-0116,Afternoon,Voltage,444.95,407.65,6.4,268.0,NONE,No,Drive,SES-00036,Connection timeout
LOG-0000224,2024-01-01 05:34:56,MCH-039,Plant-A,LINE-6,Maintenance Start,Operational,DEBUG,W-0148,Morning,Flow,27.0,566.23,25.6,176.9,NONE,No,Drive,SES-00115,Sync successful
LOG-0000225,2024-01-01 05:36:26,MCH-043,Plant-A,LINE-1,Maintenance Start,User,INFO,W-0145,Night,Current,860.98,741.78,106.2,375.0,NONE,N/A,Sensor,SES-00449,Auto mode activated
LOG-0000226,2024-01-01 05:37:53,MCH-018,Plant-B,LINE-1,Info,Operational,WARNING,W-0151,Afternoon,Torque,329.71,784.5,129.2,747.1,W002,N/A,Network,SES-00028,Firmware update
LOG-0000227,2024-01-01 05:39:07,MCH-012,Plant-C,LINE-7,Job End,User,INFO,W-0026,Morning,Voltage,435.27,946.58,9.9,255.8,NONE,Yes,Database,SES-00413,Sync successful
LOG-0000228,2024-01-01 05:40:36,MCH-032,Plant-B,LINE-7,Error,Process,INFO,W-0196,Morning,Speed,212.77,181.48,57.0,7.8,NONE,Yes,PLC,SES-00273,Sync successful
LOG-0000229,2024-01-01 05:42:23,MCH-025,Plant-B,LINE-4,Machine Stop,User,DEBUG,W-0085,Morning,N/A,976.67,258.19,310.0,237.3,NONE,Yes,Sensor,SES-00420,Calibration required
LOG-0000230,2024-01-01 05:43:31,MCH-027,Plant-A,LINE-3,Alarm Triggered,System,WARNING,W-0139,Morning,Flow,936.71,624.46,364.9,122.5,NONE,N/A,Actuator,SES-00107,Normal operation
LOG-0000231,2024-01-01 05:45:29,MCH-045,Plant-A,LINE-10,Logout,Operational,WARNING,W-0010,Night,Voltage,975.07,467.31,192.3,2.7,W001,No,Network,SES-00075,Sync successful
LOG-0000232,2024-01-01 05:46:38,MCH-040,Plant-B,LINE-6,Logout,Alert,WARNING,W-0068,Night,Flow,604.68,246.88,19.0,41.2,NONE,Yes,SCADA,SES-00378,Backup completed
LOG-0000233,2024-01-01 05:48:09,MCH-038,Plant-B,LINE-6,Alarm Triggered,System,INFO,W-0118,Morning,N/A,868.16,360.69,66.8,477.7,NONE,Yes,HMI,SES-00429,Calibration required
LOG-0000234,2024-01-01 05:49:34,MCH-029,Plant-A,LINE-7,Maintenance End,Alert,INFO,W-0085,Morning,Torque,289.31,652.44,390.1,193.4,NONE,Yes,SCADA,SES-00471,Normal operation
LOG-0000235,2024-01-01 05:51:03,MCH-045,Plant-B,LINE-3,Logout,Operational,INFO,W-0044,Morning,Pressure,217.79,942.49,96.2,541.6,NONE,Yes,Sensor,SES-00042,Manual override
LOG-0000236,2024-01-01 05:52:45,MCH-041,Plant-A,LINE-5,Job End,System,WARNING,W-0070,Night,Voltage,675.21,283.11,42.0,53.4,NONE,No,Drive,SES-00461,Firmware update
LOG-0000237,2024-01-01 05:54:19,MCH-011,Plant-B,LINE-10,Info,Alert,INFO,W-0012,Night,Pressure,666.52,858.36,20.2,83.9,NONE,Yes,PLC,SES-00096,Manual override
LOG-0000238,2024-01-01 05:55:40,MCH-014,Plant-B,LINE-1,Maintenance Start,User,INFO,W-0176,Night,Temperature,203.7,337.84,152.9,93.3,NONE,Yes,Drive,SES-00054,Firmware update
LOG-0000239,2024-01-01 05:57:06,MCH-025,Plant-A,LINE-9,Parameter Change,System,INFO,W-0184,Morning,Current,658.03,866.79,313.0,16.7,NONE,Yes,Sensor,SES-00438,Setpoint changed
LOG-0000240,2024-01-01 05:58:39,MCH-047,Plant-B,LINE-1,Maintenance Start,System,ERROR,W-0200,Afternoon,Pressure,591.78,470.48,5.0,18.8,NONE,N/A,Drive,SES-00428,Setpoint changed
LOG-0000241,2024-01-01 06:00:30,MCH-013,Plant-A,LINE-5,Shift Change,System,CRITICAL,W-0033,Morning,Torque,50.16,91.58,481.8,160.5,NONE,N/A,Actuator,SES-00395,Sync successful
LOG-0000242,2024-01-01 06:01:52,MCH-017,Plant-B,LINE-10,Maintenance End,Operational,INFO,W-0112,Night,Flow,313.83,573.09,137.4,680.8,W002,N/A,PLC,SES-00219,Connection timeout
LOG-0000243,2024-01-01 06:03:17,MCH-045,Plant-B,LINE-2,Machine Stop,Process,WARNING,W-0013,Afternoon,Pressure,426.9,919.16,100.6,257.6,W002,N/A,PLC,SES-00052,Sync successful
LOG-0000244,2024-01-01 06:04:54,MCH-003,Plant-A,LINE-3,Logout,User,INFO,W-0107,Afternoon,Current,303.81,437.37,190.0,297.1,NONE,No,Network,SES-00458,Normal operation
LOG-0000245,2024-01-01 06:06:11,MCH-012,Plant-C,LINE-4,Alarm Triggered,Process,CRITICAL,W-0039,Afternoon,Flow,765.15,959.59,98.3,108.7,NONE,N/A,Sensor,SES-00471,Normal operation
LOG-0000246,2024-01-01 06:07:43,MCH-036,Plant-C,LINE-9,Job End,User,DEBUG,W-0049,Morning,Current,461.73,26.08,13.3,469.6,NONE,Yes,Sensor,SES-00464,Backup completed
LOG-0000247,2024-01-01 06:09:08,MCH-013,Plant-A,LINE-4,Job End,Alert,INFO,W-0106,Afternoon,Voltage,819.97,823.2,18.4,189.8,NONE,N/A,HMI,SES-00390,Sync successful
LOG-0000248,2024-01-01 06:10:57,MCH-045,Plant-B,LINE-3,Machine Start,System,WARNING,W-0050,Night,Speed,779.52,334.63,48.5,52.5,E001,N/A,PLC,SES-00402,Setpoint changed
LOG-0000249,2024-01-01 06:12:11,MCH-006,Plant-C,LINE-4,Parameter Change,User,WARNING,W-0048,Night,Torque,197.47,106.18,45.8,87.1,A002,No,Network,SES-00492,Calibration required
LOG-0000250,2024-01-01 06:13:53,MCH-020,Plant-A,LINE-1,Error,Operational,INFO,W-0191,Morning,Torque,378.0,573.01,40.1,101.1,NONE,No,Database,SES-00332,Calibration required
LOG-0000251,2024-01-01 06:15:00,MCH-023,Plant-C,LINE-7,Alarm Triggered,Operational,ERROR,W-0054,Afternoon,Temperature,675.41,913.22,38.5,6.6,A004,Yes,PLC,SES-00457,Setpoint changed
LOG-0000252,2024-01-01 06:16:39,MCH-050,Plant-A,LINE-9,Machine Stop,Alert,DEBUG,W-0109,Night,Speed,905.82,490.54,22.3,643.3,W002,N/A,Database,SES-00232,Connection timeout
LOG-0000253,2024-01-01 06:18:09,MCH-016,Plant-B,LINE-6,Machine Stop,System,DEBUG,W-0005,Night,Torque,874.72,201.98,571.4,406.6,NONE,N/A,PLC,SES-00215,Connection timeout
LOG-0000254,2024-01-01 06:19:43,MCH-010,Plant-B,LINE-3,Alarm Cleared,Operational,WARNING,W-0196,Night,Voltage,272.82,814.08,281.4,469.0,NONE,Yes,Actuator,SES-00072,Sync successful
LOG-0000255,2024-01-01 06:21:05,MCH-038,Plant-C,LINE-7,Parameter Change,Process,INFO,W-0119,Night,Flow,284.44,952.19,5.0,228.6,NONE,N/A,Database,SES-00183,Connection timeout
LOG-0000256,2024-01-01 06:22:38,MCH-047,Plant-C,LINE-1,Machine Stop,System,INFO,W-0087,Morning,N/A,395.31,360.12,5.0,47.8,NONE,Yes,Drive,SES-00485,Normal operation
LOG-0000257,2024-01-01 06:24:00,MCH-002,Plant-A,LINE-3,Error,Alert,DEBUG,W-0030,Afternoon,Temperature,571.98,832.34,331.7,585.9,NONE,Yes,HMI,SES-00047,Sync successful
LOG-0000258,2024-01-01 06:25:57,MCH-042,Plant-A,LINE-9,Error,Operational,INFO,W-0073,Afternoon,Speed,465.66,475.24,525.1,176.0,A002,N/A,Actuator,SES-00389,Auto mode activated
LOG-0000259,2024-01-01 06:27:24,MCH-021,Plant-A,LINE-6,Job Start,Operational,DEBUG,W-0130,Night,N/A,631.66,351.12,32.0,113.8,NONE,Yes,PLC,SES-00405,Threshold exceeded
