production_id,date,shift,plant,production_line,machine_id,product_id,planned_units,actual_units,defective_units,scrap_units,cycle_time_sec,oee_pct,availability_pct,performance_pct,quality_pct,raw_material_used_kg,batch_id,operator_id,stoppage_minutes
PRD-000148,2024-12-25,Morning,Plant-A,LINE-2,MCH-040,PROD-014,1303,1204,8,21,49.01,74.48,99.29,86.62,95.47,574.5,BATCH-0000148,W-0028,0.6
PRD-000149,2024-05-26,Night,Plant-A,LINE-6,MCH-032,PROD-024,702,1493,81,29,57.15,76.25,92.63,72.33,98.43,281.48,BATCH-0000149,W-0073,64.7
PRD-000150,2024-11-06,Night,Plant-B,LINE-6,MCH-035,PROD-002,1621,1609,37,36,20.99,80.93,91.44,85.45,99.5,553.67,BATCH-0000150,W-0016,0.5
PRD-000151,2024-10-01,Afternoon,Plant-A,LINE-6,MCH-033,PROD-007,1936,726,42,3,38.37,93.37,87.74,98.51,98.39,467.87,BATCH-0000151,W-0154,3.4
PRD-000152,2024-07-30,Afternoon,Plant-C,LINE-2,MCH-016,PROD-007,747,744,38,3,52.25,77.49,87.14,95.89,96.55,573.3,BATCH-0000152,W-0041,22.6
PRD-000153,2024-05-10,Morning,Plant-C,LINE-7,MCH-014,PROD-011,1410,755,61,29,47.48,83.76,86.03,84.84,96.08,396.72,BATCH-0000153,W-0100,4.4
PRD-000154,2024-09-02,Afternoon,Plant-A,LINE-5,MCH-021,PROD-011,695,1178,82,3,47.38,55.78,96.73,78.72,95.96,733.91,BATCH-0000154,W-0149,6.4
PRD-000155,2024-10-11,Morning,Plant-B,LINE-6,MCH-026,PROD-018,559,901,93,5,35.6,87.12,84.84,85.68,100.0,788.04,BATCH-0000155,W-0153,8.1
PRD-000156,2024-08-07,Afternoon,Plant-C,LINE-4,MCH-029,PROD-024,1657,428,65,46,43.66,83.26,82.85,87.67,95.22,594.41,BATCH-0000156,W-0163,10.8
PRD-000157,2024-09-20,Afternoon,Plant-A,LINE-5,MCH-009,PROD-006,950,1528,3,31,40.23,75.08,89.46,93.43,97.89,712.69,BATCH-0000157,W-0162,8.8
PRD-000158,2024-12-11,Night,Plant-C,LINE-6,MCH-043,PROD-015,757,754,68,11,43.28,67.64,89.29,80.64,97.52,384.5,BATCH-0000158,W-0013,0.3
PRD-000159,2024-08-03,Morning,Plant-C,LINE-6,MCH-039,PROD-017,1974,1633,13,23,55.84,91.95,89.15,83.68,92.62,610.02,BATCH-0000159,W-0194,0.5
PRD-000160,2024-03-05,Night,Plant-A,LINE-9,MCH-037,PROD-020,1798,913,83,30,17.63,78.56,85.47,88.96,93.52,511.76,BATCH-0000160,W-0161,20.4
PRD-000161,2024-04-19,Morning,Plant-B,LINE-2,MCH-034,PROD-006,1612,1637,12,29,55.37,71.09,94.1,94.5,97.49,761.76,BATCH-0000161,W-0029,4.7
PRD-000162,2024-08-25,Afternoon,Plant-A,LINE-6,MCH-010,PROD-009,1715,1898,95,42,37.97,61.65,93.25,80.3,97.79,507.75,BATCH-0000162,W-0037,14.6
PRD-000163,2024-07-13,Afternoon,Plant-C,LINE-1,MCH-008,PROD-002,647,1598,70,37,33.74,69.55,89.43,95.73,98.0,470.72,BATCH-0000163,W-0039,5.0
PRD-000164,2024-01-31,Morning,Plant-A,LINE-8,MCH-026,PROD-003,1851,1069,17,48,63.48,62.45,84.3,86.12,94.93,294.74,BATCH-0000164,W-0160,2.2
PRD-000165,2024-01-05,Night,Plant-B,LINE-8,MCH-031,PROD-006,703,1340,6,49,57.86,68.8,91.54,97.21,99.31,569.7,BATCH-0000165,W-0006,14.8
PRD-000166,2024-09-13,Afternoon,Plant-B,LINE-1,MCH-009,PROD-002,1686,1877,90,30,52.84,78.79,79.54,91.61,97.24,482.87,BATCH-0000166,W-0082,3.2
PRD-000167,2024-09-26,Night,Plant-C,LINE-3,MCH-006,PROD-015,1327,1945,1,30,54.23,90.71,93.08,85.61,99.02,404.48,BATCH-0000167,W-0027,7.6
PRD-000168,2024-05-17,Night,Plant-B,LINE-5,MCH-029,PROD-011,823,899,24,49,43.42,83.57,91.63,86.94,96.27,577.09,BATCH-0000168,W-0003,2.2
PRD-000169,2024-06-08,Night,Plant-C,LINE-1,MCH-046,PROD-009,1372,513,48,45,41.22,72.97,87.17,95.29,94.01,588.52,BATCH-0000169,W-0103,1.9
PRD-000170,2024-08-21,Night,Plant-C,LINE-4,MCH-008,PROD-010,1356,1756,41,38,44.02,75.06,100.0,76.71,92.02,505.25,BATCH-0000170,W-0082,7.3
PRD-000171,2024-05-12,Morning,Plant-A,LINE-7,MCH-039,PROD-011,725,1670,77,28,43.81,70.94,87.95,84.17,99.13,393.0,BATCH-0000171,W-0130,3.4
PRD-000172,2024-01-13,Night,Plant-A,LINE-2,MCH-005,PROD-025,610,884,8,4,55.49,89.3,90.77,87.8,94.83,469.94,BATCH-0000172,W-0069,3.8
PRD-000173,2024-09-18,Night,Plant-C,LINE-4,MCH-032,PROD-007,1578,1408,51,27,58.54,73.08,94.79,83.92,95.85,458.04,BATCH-0000173,W-0145,7.8
PRD-000174,2024-04-28,Night,Plant-C,LINE-6,MCH-012,PROD-004,1685,758,80,23,54.09,68.14,86.89,92.9,95.62,472.82,BATCH-0000174,W-0200,5.5
PRD-000175,2024-08-12,Night,Plant-C,LINE-5,MCH-015,PROD-021,602,1343,42,14,69.0,71.73,90.62,88.0,95.89,585.36,BATCH-0000175,W-0071,2.5
PRD-000176,2024-12-02,Afternoon,Plant-A,LINE-8,MCH-011,PROD-003,904,851,28,28,42.82,65.47,88.12,94.29,94.12,753.53,BATCH-0000176,W-0080,11.3
PRD-000177,2024-10-12,Night,Plant-B,LINE-8,MCH-030,PROD-021,1893,1747,95,5,46.73,67.95,96.15,95.4,99.53,500.8,BATCH-0000177,W-0039,6.3
PRD-000178,2024-02-15,Afternoon,Plant-B,LINE-3,MCH-026,PROD-023,1663,1978,55,3,36.17,73.09,90.83,90.68,100.0,538.51,BATCH-0000178,W-0181,4.6
PRD-000179,2024-10-16,Morning,Plant-A,LINE-3,MCH-037,PROD-025,587,1149,70,14,40.48,70.92,95.17,98.84,96.18,271.89,BATCH-0000179,W-0110,12.7
PRD-000180,2024-02-26,Afternoon,Plant-A,LINE-2,MCH-035,PROD-013,1774,810,94,31,41.24,77.77,93.26,86.2,96.91,454.1,BATCH-0000180,W-0189,7.4
PRD-000181,2024-10-19,Night,Plant-B,LINE-10,MCH-011,PROD-011,1916,1887,51,45,55.97,84.86,96.45,80.99,97.39,473.95,BATCH-0000181,W-0182,29.9
PRD-000182,2024-01-17,Afternoon,Plant-A,LINE-2,MCH-017,PROD-003,1718,566,62,35,42.51,83.79,91.29,100.0,96.42,272.79,BATCH-0000182,W-0077,4.3
PRD-000183,2024-09-08,Night,Plant-C,LINE-8,MCH-030,PROD-025,726,487,69,31,45.97,78.11,96.43,74.84,96.63,549.02,BATCH-0000183,W-0124,6.1
PRD-000184,2024-05-29,Morning,Plant-B,LINE-6,MCH-020,PROD-013,660,1451,22,32,45.78,83.95,86.1,77.81,97.4,593.21,BATCH-0000184,W-0109,5.6
PRD-000185,2024-11-13,Afternoon,Plant-B,LINE-3,MCH-004,PROD-007,1269,725,57,11,38.42,79.46,95.52,95.28,95.07,436.8,BATCH-0000185,W-0024,28.5
PRD-000186,2024-10-17,Night,Plant-A,LINE-3,MCH-030,PROD-002,853,2099,7,10,33.8,84.0,96.7,76.34,96.82,428.17,BATCH-0000186,W-0029,13.7
PRD-000187,2024-03-07,Night,Plant-B,LINE-7,MCH-047,PROD-004,1908,1167,49,23,38.34,90.45,84.7,75.21,100.0,364.17,BATCH-0000187,W-0151,16.4
PRD-000188,2024-02-13,Afternoon,Plant-C,LINE-10,MCH-004,PROD-025,1111,1698,90,20,43.02,85.65,88.99,75.46,96.93,375.23,BATCH-0000188,W-0169,0.0
PRD-000189,2024-08-11,Night,Plant-B,LINE-1,MCH-037,PROD-019,1254,2014,73,16,45.69,80.98,87.63,96.35,99.26,543.64,BATCH-0000189,W-0009,30.6
PRD-000190,2024-06-02,Afternoon,Plant-B,LINE-1,MCH-019,PROD-003,1552,892,18,39,51.17,67.99,85.64,75.27,94.53,474.0,BATCH-0000190,W-0079,14.0
PRD-000191,2024-01-23,Morning,Plant-C,LINE-8,MCH-023,PROD-004,1920,1637,53,19,58.5,93.95,82.94,92.02,99.15,489.23,BATCH-0000191,W-0181,59.6
PRD-000192,2024-01-26,Night,Plant-B,LINE-3,MCH-035,PROD-003,1722,1306,88,11,53.42,68.31,82.86,79.25,96.9,443.26,BATCH-0000192,W-0158,6.0
PRD-000193,2024-07-25,Afternoon,Plant-C,LINE-7,MCH-016,PROD-007,994,1476,27,3,45.28,76.3,96.35,91.21,96.32,595.79,BATCH-0000193,W-0159,0.0
PRD-000194,2024-10-19,Afternoon,Plant-B,LINE-7,MCH-030,PROD-021,1470,1369,85,41,35.21,82.79,88.75,86.57,96.7,515.62,BATCH-0000194,W-0169,46.1
PRD-000195,2024-09-27,Morning,Plant-B,LINE-3,MCH-036,PROD-007,654,1035,7,10,37.66,56.62,90.18,86.67,97.83,524.11,BATCH-0000195,W-0144,7.6
PRD-000196,2024-04-13,Morning,Plant-A,LINE-7,MCH-036,PROD-019,1762,1972,70,39,23.75,98.32,90.48,90.78,96.78,400.59,BATCH-0000196,W-0006,33.8
PRD-000197,2024-07-20,Night,Plant-B,LINE-5,MCH-014,PROD-014,1449,503,25,22,41.6,87.23,89.9,96.34,95.77,536.19,BATCH-0000197,W-0171,3.2
PRD-000198,2024-11-07,Afternoon,Plant-C,LINE-3,MCH-001,PROD-012,1085,1544,8,19,37.47,62.29,92.21,86.42,93.4,572.34,BATCH-0000198,W-0122,3.1
PRD-000199,2024-11-16,Afternoon,Plant-B,LINE-10,MCH-026,PROD-001,740,1008,41,28,41.14,91.6,96.43,88.82,97.09,714.34,BATCH-0000199,W-0065,7.3
PRD-000200,2024-03-06,Afternoon,Plant-A,LINE-10,MCH-021,PROD-009,1361,1617,85,20,44.71,82.77,85.8,93.45,95.56,633.58,BATCH-0000200,W-0056,7.3
PRD-000201,2024-04-11,Morning,Plant-C,LINE-8,MCH-015,PROD-016,1022,520,61,13,33.53,84.05,87.7,73.06,96.1,576.55,BATCH-0000201,W-0053,27.4
PRD-000202,2024-06-15,Night,Plant-C,LINE-1,MCH-045,PROD-008,1921,1174,15,5,37.08,77.92,99.14,80.01,100.0,591.12,BATCH-0000202,W-0137,15.2
PRD-000203,2024-04-27,Afternoon,Plant-A,LINE-1,MCH-002,PROD-013,1824,1492,54,27,41.77,81.98,88.22,79.08,97.46,555.3,BATCH-0000203,W-0032,6.6
PRD-000204,2024-05-22,Afternoon,Plant-C,LINE-4,MCH-020,PROD-007,1691,884,88,26,56.15,80.56,86.24,88.45,98.66,456.52,BATCH-0000204,W-0166,9.7
PRD-000205,2024-10-03,Afternoon,Plant-C,LINE-2,MCH-040,PROD-009,1110,1883,69,25,30.32,80.46,84.23,95.87,94.97,515.82,BATCH-0000205,W-0079,16.8
PRD-000206,2024-05-17,Afternoon,Plant-A,LINE-7,MCH-036,PROD-004,529,1627,36,25,53.32,80.68,85.52,90.83,97.71,405.54,BATCH-0000206,W-0016,1.4
PRD-000207,2024-09-18,Afternoon,Plant-A,LINE-3,MCH-027,PROD-007,1180,684,3,21,55.37,65.93,98.75,88.25,97.68,285.86,BATCH-0000207,W-0091,12.1
PRD-000208,2024-08-11,Afternoon,Plant-C,LINE-9,MCH-015,PROD-011,1191,439,72,18,52.03,71.68,92.29,90.49,98.81,536.56,BATCH-0000208,W-0091,12.8
PRD-000209,2024-05-18,Afternoon,Plant-A,LINE-5,MCH-043,PROD-002,1852,1657,47,13,46.14,76.56,95.25,90.5,97.55,567.61,BATCH-0000209,W-0094,14.9
PRD-000210,2024-08-17,Night,Plant-A,LINE-1,MCH-042,PROD-020,791,1681,24,5,51.95,80.16,84.83,90.03,97.39,399.58,BATCH-0000210,W-0125,1.9
PRD-000211,2024-01-21,Night,Plant-C,LINE-3,MCH-012,PROD-011,1146,594,74,2,40.5,78.18,88.64,100.0,98.53,612.8,BATCH-0000211,W-0157,2.3
PRD-000212,2024-09-15,Afternoon,Plant-A,LINE-7,MCH-024,PROD-020,978,1307,23,18,33.38,81.28,76.82,93.22,96.51,520.77,BATCH-0000212,W-0126,25.3
PRD-000213,2024-03-21,Night,Plant-C,LINE-7,MCH-048,PROD-011,1337,697,54,9,42.7,73.1,94.61,95.78,96.24,583.07,BATCH-0000213,W-0105,3.9
PRD-000214,2024-03-01,Afternoon,Plant-C,LINE-7,MCH-022,PROD-019,1565,1661,31,4,51.43,86.71,100.0,74.95,96.26,648.18,BATCH-0000214,W-0034,7.7
PRD-000215,2024-04-24,Morning,Plant-C,LINE-10,MCH-033,PROD-017,1916,1450,83,38,34.15,81.6,88.81,81.38,94.75,698.48,BATCH-0000215,W-0153,35.1
PRD-000216,2024-10-20,Night,Plant-C,LINE-5,MCH-046,PROD-018,1756,1472,2,30,45.41,70.47,92.23,94.36,97.89,443.08,BATCH-0000216,W-0145,9.2
PRD-000217,2024-09-27,Morning,Plant-C,LINE-2,MCH-029,PROD-010,1376,1831,26,8,42.37,75.53,83.24,82.93,97.25,488.33,BATCH-0000217,W-0026,32.9
PRD-000218,2024-07-29,Night,Plant-B,LINE-10,MCH-045,PROD-019,1980,482,45,39,45.25,68.31,82.23,82.32,97.45,488.21,BATCH-0000218,W-0054,4.8
PRD-000219,2024-06-12,Afternoon,Plant-A,LINE-2,MCH-050,PROD-011,1127,1962,62,29,38.62,70.61,89.65,86.57,97.91,527.02,BATCH-0000219,W-0015,21.9
PRD-000220,2024-05-20,Afternoon,Plant-C,LINE-2,MCH-025,PROD-017,1096,1376,78,10,55.79,86.56,80.63,82.3,99.62,221.11,BATCH-0000220,W-0071,47.4
PRD-000221,2024-08-09,Afternoon,Plant-C,LINE-9,MCH-038,PROD-003,1661,2064,60,10,49.22,69.14,91.17,98.2,96.63,499.39,BATCH-0000221,W-0031,2.6
PRD-000222,2024-04-05,Morning,Plant-A,LINE-3,MCH-015,PROD-010,996,1353,1,13,45.88,90.41,91.72,88.18,95.44,317.49,BATCH-0000222,W-0134,10.1
PRD-000223,2024-03-16,Afternoon,Plant-A,LINE-1,MCH-026,PROD-022,1845,605,87,9,36.1,81.31,90.96,92.79,97.66,671.64,BATCH-0000223,W-0068,6.0
PRD-000224,2024-01-05,Morning,Plant-A,LINE-8,MCH-020,PROD-001,547,1505,25,49,43.37,81.4,93.29,91.17,97.05,496.98,BATCH-0000224,W-0010,6.3
PRD-000225,2024-03-27,Night,Plant-C,LINE-1,MCH-029,PROD-023,1989,630,63,16,35.06,78.26,96.99,81.7,94.6,555.36,BATCH-0000225,W-0079,1.4
PRD-000226,2024-02-03,Morning,Plant-B,LINE-5,MCH-039,PROD-025,1300,713,45,45,37.89,75.21,85.8,89.04,99.0,442.28,BATCH-0000226,W-0139,31.7
PRD-000227,2024-03-26,Morning,Plant-B,LINE-5,MCH-036,PROD-009,960,1106,13,45,33.96,74.01,93.9,88.37,96.24,537.0,BATCH-0000227,W-0094,13.2
PRD-000228,2024-04-12,Afternoon,Plant-C,LINE-5,MCH-030,PROD-013,863,1520,22,32,51.45,55.44,91.96,82.64,96.91,471.89,BATCH-0000228,W-0045,21.2
PRD-000229,2024-09-08,Afternoon,Plant-B,LINE-6,MCH-036,PROD-006,725,1261,35,44,45.23,65.34,88.62,86.86,94.78,612.58,BATCH-0000229,W-0018,31.3
PRD-000230,2024-12-17,Night,Plant-B,LINE-5,MCH-035,PROD-011,1537,944,96,3,58.76,70.15,89.51,85.43,96.08,373.81,BATCH-0000230,W-0036,10.5
PRD-000231,2024-03-16,Afternoon,Plant-A,LINE-10,MCH-016,PROD-013,1999,1395,87,19,37.25,81.06,89.95,90.01,99.43,298.31,BATCH-0000231,W-0052,6.7
PRD-000232,2024-01-08,Night,Plant-B,LINE-9,MCH-050,PROD-006,742,1920,36,3,48.11,80.8,89.4,91.53,100.0,552.62,BATCH-0000232,W-0052,11.2
PRD-000233,2024-07-02,Night,Plant-C,LINE-8,MCH-022,PROD-014,1334,1137,25,2,62.45,92.74,90.49,84.78,98.83,696.42,BATCH-0000233,W-0029,14.5
PRD-000234,2024-06-17,Afternoon,Plant-B,LINE-10,MCH-010,PROD-014,1936,1441,52,2,62.91,82.93,86.8,73.98,96.33,463.62,BATCH-0000234,W-0021,3.4
PRD-000235,2024-01-01,Morning,Plant-A,LINE-3,MCH-018,PROD-003,1880,721,95,32,42.21,82.74,92.8,76.28,97.01,603.59,BATCH-0000235,W-0059,24.1
PRD-000236,2024-04-16,Night,Plant-A,LINE-7,MCH-018,PROD-022,1055,1148,90,3,34.36,75.53,89.31,83.82,95.83,537.87,BATCH-0000236,W-0046,32.8
PRD-000237,2024-04-21,Morning,Plant-A,LINE-9,MCH-003,PROD-005,1731,742,9,24,44.84,63.99,94.44,97.55,96.43,597.9,BATCH-0000237,W-0147,3.5
PRD-000238,2024-01-02,Morning,Plant-A,LINE-3,MCH-015,PROD-018,625,623,61,45,50.51,91.31,78.47,91.81,95.16,592.68,BATCH-0000238,W-0016,12.6
PRD-000239,2024-02-01,Morning,Plant-B,LINE-5,MCH-028,PROD-011,1805,449,33,30,38.3,61.65,85.34,80.85,96.81,696.67,BATCH-0000239,W-0178,1.2
PRD-000240,2024-01-11,Afternoon,Plant-B,LINE-4,MCH-023,PROD-007,1306,1628,4,22,42.94,82.26,98.68,92.58,99.87,484.16,BATCH-0000240,W-0065,26.7
PRD-000241,2024-01-10,Night,Plant-A,LINE-10,MCH-014,PROD-015,831,663,44,10,48.91,83.58,92.68,82.9,95.32,451.67,BATCH-0000241,W-0114,23.2
PRD-000242,2024-10-07,Morning,Plant-A,LINE-10,MCH-043,PROD-016,851,1613,4,43,50.02,62.8,96.49,81.93,98.35,315.9,BATCH-0000242,W-0086,8.5
PRD-000243,2024-09-22,Morning,Plant-A,LINE-1,MCH-003,PROD-023,676,1110,24,3,58.48,82.01,87.87,94.36,95.42,580.46,BATCH-0000243,W-0077,3.5
PRD-000244,2024-07-11,Afternoon,Plant-A,LINE-1,MCH-020,PROD-009,1277,2022,11,39,61.46,79.2,91.89,88.1,96.82,383.1,BATCH-0000244,W-0051,21.0
PRD-000245,2024-05-07,Night,Plant-C,LINE-2,MCH-008,PROD-004,1625,994,16,44,38.22,63.0,87.85,100.0,98.76,398.26,BATCH-0000245,W-0139,1.8
PRD-000246,2024-05-29,Morning,Plant-B,LINE-4,MCH-021,PROD-010,1271,1652,41,38,46.68,67.7,84.23,96.69,99.13,431.86,BATCH-0000246,W-0041,3.7
PRD-000247,2024-07-25,Afternoon,Plant-A,LINE-1,MCH-008,PROD-003,1623,839,46,37,39.19,76.27,90.73,100.0,97.64,519.25,BATCH-0000247,W-0037,4.9
PRD-000248,2024-08-20,Afternoon,Plant-B,LINE-1,MCH-027,PROD-013,617,1535,63,15,48.91,71.87,76.97,93.39,96.7,736.24,BATCH-0000248,W-0057,1.5
PRD-000249,2024-05-02,Morning,Plant-A,LINE-9,MCH-041,PROD-018,1101,1349,62,33,35.71,73.11,90.26,96.63,99.28,475.96,BATCH-0000249,W-0151,1.0
PRD-000250,2024-10-30,Afternoon,Plant-A,LINE-3,MCH-015,PROD-001,522,1518,27,31,45.97,100.0,95.35,75.8,96.59,475.52,BATCH-0000250,W-0164,24.3
PRD-000251,2024-02-26,Afternoon,Plant-C,LINE-9,MCH-014,PROD-014,1889,767,69,28,30.6,71.07,92.81,91.43,97.03,398.06,BATCH-0000251,W-0018,7.1
PRD-000252,2024-11-09,Morning,Plant-B,LINE-9,MCH-019,PROD-009,563,444,25,37,33.9,85.76,99.84,76.0,96.22,561.29,BATCH-0000252,W-0028,8.9
PRD-000253,2024-01-03,Morning,Plant-A,LINE-2,MCH-039,PROD-025,1822,802,66,13,43.01,91.61,90.14,80.42,99.37,359.13,BATCH-0000253,W-0162,10.3
PRD-000254,2024-01-02,Afternoon,Plant-A,LINE-6,MCH-045,PROD-019,950,1859,97,11,48.94,81.54,83.45,86.18,96.37,246.78,BATCH-0000254,W-0099,2.4
PRD-000255,2024-09-21,Afternoon,Plant-C,LINE-7,MCH-031,PROD-011,1936,592,11,28,26.91,91.66,89.16,87.5,97.47,589.64,BATCH-0000255,W-0129,5.5
PRD-000256,2024-09-23,Afternoon,Plant-B,LINE-3,MCH-029,PROD-006,622,1819,15,38,40.13,78.33,84.53,93.54,94.63,516.71,BATCH-0000256,W-0004,8.6
PRD-000257,2024-10-19,Afternoon,Plant-A,LINE-5,MCH-042,PROD-001,1047,1534,53,37,46.53,86.4,88.24,79.46,96.55,501.33,BATCH-0000257,W-0062,4.0
PRD-000258,2024-10-17,Morning,Plant-A,LINE-6,MCH-008,PROD-008,776,1097,93,20,64.53,81.88,93.28,81.75,98.66,490.3,BATCH-0000258,W-0100,1.1
PRD-000259,2024-02-16,Morning,Plant-B,LINE-5,MCH-002,PROD-024,1288,1729,31,10,45.18,68.43,85.6,82.35,94.7,589.41,BATCH-0000259,W-0157,14.4
PRD-000260,2024-03-03,Afternoon,Plant-C,LINE-3,MCH-017,PROD-024,1661,1119,16,49,45.06,85.63,96.49,82.15,94.41,467.46,BATCH-0000260,W-0118,26.3
PRD-000261,2024-05-09,Night,Plant-C,LINE-6,MCH-025,PROD-015,1835,1962,5,30,30.53,83.95,93.2,92.62,100.0,467.83,BATCH-0000261,W-0055,7.4
PRD-000262,2024-03-01,Afternoon,Plant-A,LINE-5,MCH-039,PROD-007,1683,1291,34,37,39.01,84.12,94.05,81.17,95.99,525.18,BATCH-0000262,W-0083,27.8
PRD-000263,2024-07-26,Night,Plant-B,LINE-6,MCH-020,PROD-022,893,863,72,35,65.72,76.2,92.56,76.87,95.74,519.51,BATCH-0000263,W-0020,30.5
PRD-000264,2024-01-02,Night,Plant-C,LINE-6,MCH-002,PROD-021,897,1070,49,37,40.44,65.07,91.79,92.55,96.93,406.66,BATCH-0000264,W-0146,15.8
PRD-000265,2024-01-12,Night,Plant-A,LINE-9,MCH-018,PROD-014,754,1873,73,32,40.98,80.6,100.0,81.71,98.48,674.32,BATCH-0000265,W-0054,1.9
PRD-000266,2024-10-23,Afternoon,Plant-A,LINE-6,MCH-002,PROD-023,1254,946,38,11,35.4,94.58,91.75,92.76,99.89,380.01,BATCH-0000266,W-0119,35.9
PRD-000267,2024-02-17,Night,Plant-C,LINE-10,MCH-007,PROD-022,716,1786,44,33,53.17,73.46,88.72,74.3,95.78,411.3,BATCH-0000267,W-0044,20.3
PRD-000268,2024-07-15,Morning,Plant-A,LINE-2,MCH-021,PROD-015,588,1235,30,11,33.78,64.95,93.38,89.17,99.14,597.33,BATCH-0000268,W-0070,0.1
PRD-000269,2024-10-17,Afternoon,Plant-C,LINE-9,MCH-002,PROD-005,603,1474,29,17,47.68,87.31,83.21,77.11,96.0,493.19,BATCH-0000269,W-0115,58.4
PRD-000270,2024-11-17,Night,Plant-B,LINE-2,MCH-020,PROD-008,750,1598,6,15,39.02,68.54,93.78,87.12,99.62,454.07,BATCH-0000270,W-0180,14.7
PRD-000271,2024-03-18,Afternoon,Plant-B,LINE-3,MCH-006,PROD-017,1476,1903,12,21,38.29,90.24,91.25,89.2,95.14,375.84,BATCH-0000271,W-0077,14.5
PRD-000272,2024-04-30,Night,Plant-B,LINE-2,MCH-023,PROD-011,1093,1829,43,29,43.59,77.71,87.13,80.36,98.48,365.14,BATCH-0000272,W-0128,5.1
PRD-000273,2024-03-12,Afternoon,Plant-B,LINE-8,MCH-008,PROD-007,1852,1536,55,45,25.61,80.07,85.01,73.48,97.9,445.55,BATCH-0000273,W-0124,7.6
PRD-000274,2024-12-16,Morning,Plant-C,LINE-8,MCH-036,PROD-021,1001,2084,29,17,40.62,75.38,87.51,87.51,98.64,578.36,BATCH-0000274,W-0142,27.4
PRD-000275,2024-09-10,Morning,Plant-B,LINE-1,MCH-015,PROD-007,1185,763,32,37,49.63,67.04,90.24,78.77,93.53,551.66,BATCH-0000275,W-0127,0.3
PRD-000276,2024-04-13,Afternoon,Plant-B,LINE-9,MCH-018,PROD-020,1527,2092,39,21,48.81,66.59,84.42,91.12,95.38,359.07,BATCH-0000276,W-0133,3.2
PRD-000277,2024-08-21,Morning,Plant-B,LINE-1,MCH-016,PROD-003,665,1461,81,4,39.45,89.08,99.23,86.48,95.71,554.85,BATCH-0000277,W-0104,27.8
PRD-000278,2024-10-24,Afternoon,Plant-C,LINE-10,MCH-044,PROD-006,1492,426,84,19,34.89,83.98,85.84,96.54,97.45,497.85,BATCH-0000278,W-0075,8.8
PRD-000279,2024-12-10,Night,Plant-A,LINE-1,MCH-041,PROD-007,1289,850,51,26,50.6,74.68,89.15,88.8,94.14,497.67,BATCH-0000279,W-0191,8.2
PRD-000280,2024-09-29,Morning,Plant-A,LINE-7,MCH-014,PROD-021,931,2093,45,18,46.63,63.81,87.47,82.89,97.21,343.52,BATCH-0000280,W-0078,28.0
PRD-000281,2024-10-22,Afternoon,Plant-C,LINE-6,MCH-009,PROD-007,1711,1091,28,35,47.89,80.88,95.73,84.29,93.83,709.68,BATCH-0000281,W-0051,17.1
PRD-000282,2024-08-23,Morning,Plant-C,LINE-8,MCH-017,PROD-020,633,1438,80,38,43.75,86.77,94.4,91.91,96.7,308.24,BATCH-0000282,W-0177,18.1
PRD-000283,2024-11-12,Afternoon,Plant-C,LINE-1,MCH-045,PROD-007,1588,1679,30,1,63.66,88.75,83.41,88.8,96.75,427.28,BATCH-0000283,W-0150,0.7
PRD-000284,2024-01-23,Afternoon,Plant-C,LINE-7,MCH-020,PROD-016,1612,1257,98,41,49.81,64.94,98.78,100.0,96.84,450.39,BATCH-0000284,W-0023,1.7
PRD-000285,2024-07-17,Afternoon,Plant-A,LINE-10,MCH-007,PROD-005,1936,1651,68,0,28.46,71.49,95.75,98.37,95.08,378.87,BATCH-0000285,W-0070,7.7
PRD-000286,2024-01-05,Night,Plant-B,LINE-9,MCH-007,PROD-011,1131,1764,61,15,43.89,75.99,95.63,82.49,96.16,538.27,BATCH-0000286,W-0111,6.0
PRD-000287,2024-10-04,Morning,Plant-B,LINE-8,MCH-031,PROD-024,1957,652,60,32,37.06,63.36,95.56,86.28,100.0,632.16,BATCH-0000287,W-0185,3.0
PRD-000288,2024-06-21,Morning,Plant-A,LINE-2,MCH-015,PROD-005,1238,936,39,16,34.44,62.43,97.7,77.55,97.58,326.05,BATCH-0000288,W-0142,12.3
PRD-000289,2024-06-02,Morning,Plant-B,LINE-5,MCH-047,PROD-021,1433,1746,62,15,35.65,94.92,86.65,91.12,95.37,643.49,BATCH-0000289,W-0032,2.1
PRD-000290,2024-10-05,Morning,Plant-A,LINE-4,MCH-015,PROD-024,1453,1130,95,8,36.05,82.16,92.18,94.62,97.66,494.73,BATCH-0000290,W-0107,86.5
PRD-000291,2024-02-12,Morning,Plant-C,LINE-8,MCH-005,PROD-022,776,2027,51,3,45.36,62.31,97.72,78.11,93.24,456.75,BATCH-0000291,W-0199,4.5
PRD-000292,2024-10-07,Night,Plant-C,LINE-8,MCH-049,PROD-019,916,598,94,1,45.34,74.5,92.52,81.59,94.41,583.32,BATCH-0000292,W-0018,2.1
PRD-000293,2024-08-05,Morning,Plant-A,LINE-10,MCH-031,PROD-010,1161,608,15,28,36.84,79.94,97.36,91.49,100.0,650.0,BATCH-0000293,W-0058,5.3
PRD-000294,2024-09-02,Afternoon,Plant-C,LINE-4,MCH-015,PROD-024,951,1824,73,44,41.26,82.19,90.46,90.08,99.38,507.7,BATCH-0000294,W-0191,22.0
PRD-000295,2024-05-12,Morning,Plant-C,LINE-6,MCH-041,PROD-001,577,1246,73,22,50.08,83.59,88.76,100.0,97.66,599.63,BATCH-0000295,W-0152,9.5
