maintenance_id,machine_id,plant,maintenance_type,component_replaced,scheduled_date,actual_date,downtime_hours,labor_hours,parts_cost_USD,labor_cost_USD,technician_id,priority,status,failure_cause,work_order_id,notes
MNT-000150,MCH-016,Plant-B,Preventive,Belt,2024-12-25,2024-04-08,6.64,3.06,211.47,325.38,TECH-017,Medium,Completed,Unknown,WO-0000150,Routine check
MNT-000151,MCH-045,Plant-A,Predictive,Valve,2024-10-29,2024-11-04,5.75,0.5,599.56,119.99,TECH-016,Low,Completed,Overload,WO-0000151,Unexpected failure
MNT-000152,MCH-010,Plant-B,Predictive,Shaft,2024-07-20,2024-03-20,3.36,1.44,151.04,550.23,TECH-019,Medium,Completed,Overload,WO-0000152,Scheduled replacement
MNT-000153,MCH-037,Plant-C,Preventive,Motor,2024-11-16,2024-11-09,1.51,0.81,562.86,59.99,TECH-001,Critical,Scheduled,Misalignment,WO-0000153,Scheduled replacement
MNT-000154,MCH-017,Plant-C,Predictive,Valve,2024-06-11,2024-06-21,11.56,4.88,464.73,745.79,TECH-014,Medium,Completed,Wear,WO-0000154,Routine check
MNT-000155,MCH-036,Plant-C,Corrective,Motor,2024-12-30,2024-08-20,0.5,1.76,310.56,1763.16,TECH-013,High,In Progress,Unknown,WO-0000155,Routine check
MNT-000156,MCH-015,Plant-B,Emergency,Valve,2024-07-14,2024-12-03,0.76,1.41,130.43,1675.65,TECH-005,Low,Completed,Wear,WO-0000156,Upgrade
MNT-000157,MCH-044,Plant-B,Preventive,Sensor,2024-07-26,2024-10-07,10.71,1.91,173.51,381.75,TECH-013,Medium,Completed,Overload,WO-0000157,Scheduled replacement
MNT-000158,MCH-040,Plant-B,Preventive,Sensor,2024-07-14,2024-07-18,3.12,5.0,902.21,101.03,TECH-005,Low,Completed,Misalignment,WO-0000158,Scheduled replacement
MNT-000159,MCH-031,Plant-C,Preventive,Gearbox,2024-08-10,2024-08-17,3.03,1.28,791.85,64.24,TECH-016,Medium,Completed,Wear,WO-0000159,Upgrade
MNT-000160,MCH-023,Plant-A,Corrective,Sensor,2024-10-06,2024-02-29,3.57,2.86,51.85,1250.38,TECH-006,High,Completed,Corrosion,WO-0000160,Unexpected failure
MNT-000161,MCH-031,Plant-C,Predictive,Shaft,2024-04-18,2024-12-08,0.76,0.5,108.77,1074.01,TECH-006,Medium,Scheduled,Corrosion,WO-0000161,Scheduled replacement
MNT-000162,MCH-045,Plant-C,Corrective,Gearbox,2024-12-05,2024-10-10,0.5,2.45,137.46,849.89,TECH-022,Medium,Scheduled,Corrosion,WO-0000162,Scheduled replacement
MNT-000163,MCH-037,Plant-C,Emergency,Sensor,2024-03-29,2024-02-03,0.81,3.05,121.6,81.63,TECH-022,High,Completed,Overload,WO-0000163,Upgrade
MNT-000164,MCH-022,Plant-B,Emergency,Coupling,2024-08-31,2024-06-22,1.59,0.8,512.26,58.3,TECH-023,Medium,Scheduled,Misalignment,WO-0000164,Upgrade
MNT-000165,MCH-050,Plant-B,Corrective,Filter,2024-03-12,2024-05-06,8.36,1.61,77.53,1005.64,TECH-030,Medium,Completed,Corrosion,WO-0000165,Post-incident repair
MNT-000166,MCH-007,Plant-C,Corrective,Bearing,2024-04-06,2024-07-06,12.84,2.7,92.27,560.56,TECH-007,Low,Completed,Misalignment,WO-0000166,Scheduled replacement
MNT-000167,MCH-010,Plant-C,Corrective,Coupling,2024-10-11,2024-03-13,1.4,1.25,815.08,1502.28,TECH-021,High,Scheduled,Overload,WO-0000167,Routine check
MNT-000168,MCH-040,Plant-C,Predictive,Coupling,2024-07-15,2024-05-02,6.59,0.5,579.0,697.43,TECH-013,Medium,Completed,Wear,WO-0000168,Post-incident repair
MNT-000169,MCH-002,Plant-C,Preventive,Sensor,2024-07-03,2024-09-08,0.86,0.5,58.69,185.89,TECH-019,High,Completed,Lubrication,WO-0000169,Scheduled replacement
MNT-000170,MCH-030,Plant-C,Corrective,Shaft,2024-08-01,2024-04-06,6.59,1.39,343.5,2036.25,TECH-022,High,Completed,Misalignment,WO-0000170,Post-incident repair
MNT-000171,MCH-027,Plant-B,Overhaul,Sensor,2024-03-19,2024-07-25,3.62,0.5,26.31,141.71,TECH-029,Medium,Completed,Lubrication,WO-0000171,Unexpected failure
MNT-000172,MCH-034,Plant-C,Predictive,Pump,2024-05-27,2024-01-22,8.18,0.92,777.41,148.65,TECH-024,Medium,Scheduled,Misalignment,WO-0000172,Post-incident repair
MNT-000173,MCH-012,Plant-A,Corrective,Belt,2024-12-09,2024-07-02,0.5,2.03,531.75,81.02,TECH-002,Medium,Completed,Unknown,WO-0000173,Scheduled replacement
MNT-000174,MCH-035,Plant-A,Predictive,Shaft,2024-03-05,2024-01-31,2.73,1.83,116.05,457.64,TECH-005,Medium,Completed,Wear,WO-0000174,Upgrade
MNT-000175,MCH-040,Plant-A,Predictive,Bearing,2024-03-09,2024-09-02,2.39,2.4,10.0,99.95,TECH-020,Medium,Completed,Unknown,WO-0000175,Unexpected failure
MNT-000176,MCH-043,Plant-A,Preventive,Valve,2024-01-06,2024-12-03,4.03,2.1,769.88,296.79,TECH-022,High,Completed,Misalignment,WO-0000176,Upgrade
MNT-000177,MCH-011,Plant-B,Preventive,Valve,2024-02-06,2024-12-28,0.82,1.93,12.56,553.14,TECH-023,High,Completed,Lubrication,WO-0000177,Unexpected failure
MNT-000178,MCH-010,Plant-A,Corrective,Coupling,2024-11-27,2024-10-29,10.71,0.83,1239.16,97.49,TECH-014,Medium,Completed,Corrosion,WO-0000178,Post-incident repair
MNT-000179,MCH-019,Plant-B,Predictive,Coupling,2024-01-09,2024-02-20,3.51,0.5,151.51,651.27,TECH-010,Medium,Completed,Overload,WO-0000179,Routine check
MNT-000180,MCH-024,Plant-B,Emergency,Valve,2024-03-14,2024-09-23,15.46,0.5,198.22,846.05,TECH-027,High,Completed,Lubrication,WO-0000180,Routine check
MNT-000181,MCH-050,Plant-A,Preventive,Belt,2024-09-06,2024-02-16,0.5,2.66,363.07,163.02,TECH-007,Low,Completed,Unknown,WO-0000181,Scheduled replacement
MNT-000182,MCH-012,Plant-C,Preventive,Belt,2024-12-02,2024-12-05,0.5,4.06,210.42,436.72,TECH-029,Low,Completed,Corrosion,WO-0000182,Upgrade
MNT-000183,MCH-039,Plant-C,Preventive,Pump,2024-08-11,2024-12-01,11.24,0.5,153.18,1021.76,TECH-027,Medium,Completed,Overload,WO-0000183,Scheduled replacement
MNT-000184,MCH-039,Plant-B,Preventive,Belt,2024-03-10,2024-06-13,1.63,6.43,225.53,190.86,TECH-014,Medium,In Progress,Lubrication,WO-0000184,Routine check
MNT-000185,MCH-021,Plant-B,Preventive,Shaft,2024-02-13,2024-09-26,0.5,6.34,1193.39,174.4,TECH-009,Low,Completed,Lubrication,WO-0000185,Unexpected failure
MNT-000186,MCH-022,Plant-B,Preventive,Filter,2024-03-11,2024-10-15,8.39,3.55,451.56,59.07,TECH-023,Low,Completed,Lubrication,WO-0000186,Upgrade
MNT-000187,MCH-045,Plant-A,Preventive,Sensor,2024-11-24,2024-10-21,6.58,2.14,75.13,84.21,TECH-016,Medium,Completed,Misalignment,WO-0000187,Upgrade
MNT-000188,MCH-016,Plant-B,Corrective,Belt,2024-07-31,2024-12-25,2.26,0.5,361.47,268.92,TECH-022,High,Completed,Wear,WO-0000188,Unexpected failure
MNT-000189,MCH-047,Plant-A,Preventive,Bearing,2024-08-21,2024-09-29,0.64,2.05,222.69,198.13,TECH-028,Medium,Completed,Corrosion,WO-0000189,Unexpected failure
MNT-000190,MCH-019,Plant-C,Preventive,Sensor,2024-12-22,2024-09-24,3.53,3.24,199.21,274.46,TECH-026,Medium,Completed,Wear,WO-0000190,Post-incident repair
MNT-000191,MCH-031,Plant-C,Preventive,Motor,2024-11-05,2024-07-20,0.64,8.37,537.16,1738.16,TECH-014,High,Completed,Wear,WO-0000191,Unexpected failure
MNT-000192,MCH-043,Plant-A,Predictive,Filter,2024-08-05,2024-10-06,1.56,0.5,537.34,613.61,TECH-028,Medium,Completed,Overload,WO-0000192,Unexpected failure
MNT-000193,MCH-013,Plant-B,Preventive,Belt,2024-11-15,2024-11-25,8.4,4.17,904.9,275.22,TECH-005,Critical,Completed,Unknown,WO-0000193,Upgrade
MNT-000194,MCH-035,Plant-C,Predictive,Sensor,2024-04-02,2024-04-12,4.95,3.01,147.81,252.12,TECH-019,High,Completed,Lubrication,WO-0000194,Unexpected failure
MNT-000195,MCH-012,Plant-A,Overhaul,Pump,2024-08-20,2024-05-24,5.57,2.66,330.57,471.85,TECH-014,Medium,Completed,Misalignment,WO-0000195,Unexpected failure
MNT-000196,MCH-038,Plant-B,Corrective,Coupling,2024-09-17,2024-06-13,0.82,0.5,694.26,276.49,TECH-007,Medium,In Progress,Corrosion,WO-0000196,Post-incident repair
MNT-000197,MCH-003,Plant-C,Corrective,Coupling,2024-08-05,2024-03-10,0.5,0.5,780.81,193.63,TECH-025,High,Scheduled,Overload,WO-0000197,Unexpected failure
MNT-000198,MCH-006,Plant-C,Predictive,Bearing,2024-10-09,2024-08-17,1.06,3.4,52.76,323.63,TECH-001,High,Completed,Misalignment,WO-0000198,Routine check
MNT-000199,MCH-023,Plant-A,Corrective,Gearbox,2024-08-18,2024-04-11,4.75,0.59,364.49,38.23,TECH-022,Critical,Completed,Corrosion,WO-0000199,Scheduled replacement
MNT-000200,MCH-027,Plant-B,Preventive,Bearing,2024-07-15,2024-05-29,8.41,5.37,1965.38,144.5,TECH-011,High,Scheduled,Wear,WO-0000200,Post-incident repair
MNT-000201,MCH-022,Plant-A,Preventive,Bearing,2024-06-30,2024-11-16,3.18,1.74,24.75,292.36,TECH-005,Low,Completed,Lubrication,WO-0000201,Routine check
MNT-000202,MCH-047,Plant-A,Predictive,Gearbox,2024-04-25,2024-08-06,6.24,0.7,138.03,550.17,TECH-030,Medium,Completed,Lubrication,WO-0000202,Upgrade
MNT-000203,MCH-001,Plant-A,Preventive,Gearbox,2024-04-05,2024-07-25,2.92,5.82,130.01,353.89,TECH-023,High,Completed,Wear,WO-0000203,Upgrade
MNT-000204,MCH-012,Plant-B,Preventive,Bearing,2024-08-05,2024-08-10,6.74,0.73,786.15,61.5,TECH-023,High,Completed,Misalignment,WO-0000204,Scheduled replacement
MNT-000205,MCH-033,Plant-C,Preventive,Pump,2024-11-05,2024-07-12,12.82,2.69,850.33,143.45,TECH-017,Medium,Completed,Wear,WO-0000205,Routine check
MNT-000206,MCH-005,Plant-C,Corrective,Valve,2024-01-04,2024-02-12,0.5,1.85,314.38,199.57,TECH-005,Low,Completed,Unknown,WO-0000206,Scheduled replacement
MNT-000207,MCH-013,Plant-B,Preventive,Sensor,2024-10-22,2024-09-08,0.5,3.28,107.88,132.58,TECH-004,Medium,Completed,Overload,WO-0000207,Scheduled replacement
MNT-000208,MCH-006,Plant-C,Predictive,Coupling,2024-09-12,2024-01-13,13.72,1.23,343.19,165.81,TECH-019,Low,Scheduled,Corrosion,WO-0000208,Post-incident repair
MNT-000209,MCH-024,Plant-B,Predictive,Filter,2024-05-01,2024-09-08,11.15,1.16,526.34,116.51,TECH-030,Low,Completed,Unknown,WO-0000209,Unexpected failure
MNT-000210,MCH-045,Plant-B,Predictive,Belt,2024-12-30,2024-02-23,0.56,2.91,167.51,492.77,TECH-009,Medium,Completed,Lubrication,WO-0000210,Upgrade
MNT-000211,MCH-031,Plant-C,Preventive,Coupling,2024-09-13,2024-06-13,5.45,11.16,57.18,310.88,TECH-024,Low,Completed,Unknown,WO-0000211,Unexpected failure
MNT-000212,MCH-010,Plant-B,Overhaul,Valve,2024-05-17,2024-10-14,3.85,9.51,326.51,30.12,TECH-030,Low,Completed,Unknown,WO-0000212,Unexpected failure
MNT-000213,MCH-049,Plant-B,Emergency,Gearbox,2024-07-29,2024-09-04,2.31,0.5,254.87,226.18,TECH-009,Critical,Completed,Wear,WO-0000213,Unexpected failure
MNT-000214,MCH-034,Plant-B,Predictive,Bearing,2024-10-06,2024-11-08,2.23,2.6,1272.55,788.68,TECH-001,Medium,Completed,Unknown,WO-0000214,Upgrade
MNT-000215,MCH-049,Plant-C,Preventive,Shaft,2024-10-22,2024-07-18,2.08,0.5,337.79,1157.83,TECH-015,Low,Scheduled,Wear,WO-0000215,Unexpected failure
MNT-000216,MCH-044,Plant-A,Emergency,Sensor,2024-07-06,2024-06-05,4.31,3.56,399.62,60.98,TECH-027,High,Scheduled,Unknown,WO-0000216,Scheduled replacement
MNT-000217,MCH-039,Plant-C,Preventive,Gearbox,2024-01-18,2024-09-11,6.94,3.82,267.04,282.86,TECH-012,High,Cancelled,Unknown,WO-0000217,Unexpected failure
MNT-000218,MCH-042,Plant-C,Corrective,Bearing,2024-01-20,2024-05-27,4.47,0.71,1159.46,858.71,TECH-005,Medium,Completed,Lubrication,WO-0000218,Upgrade
MNT-000219,MCH-025,Plant-C,Corrective,Valve,2024-10-17,2024-12-16,2.31,3.53,108.7,969.97,TECH-028,Medium,Cancelled,Lubrication,WO-0000219,Scheduled replacement
MNT-000220,MCH-045,Plant-B,Emergency,Pump,2024-09-04,2024-12-23,0.5,0.5,27.02,342.82,TECH-015,Medium,Completed,Lubrication,WO-0000220,Scheduled replacement
MNT-000221,MCH-046,Plant-B,Preventive,Shaft,2024-12-26,2024-01-29,0.96,0.5,322.01,96.44,TECH-002,Low,Scheduled,Overload,WO-0000221,Routine check
MNT-000222,MCH-038,Plant-B,Preventive,Belt,2024-07-07,2024-09-27,8.76,2.17,1422.03,83.23,TECH-010,Medium,Completed,Corrosion,WO-0000222,Upgrade
MNT-000223,MCH-034,Plant-B,Preventive,Coupling,2024-02-27,2024-01-22,5.06,1.37,282.16,1816.49,TECH-023,Low,Completed,Unknown,WO-0000223,Unexpected failure
MNT-000224,MCH-007,Plant-A,Preventive,Coupling,2024-10-24,2024-04-06,2.5,8.19,289.98,919.62,TECH-027,High,Completed,Wear,WO-0000224,Upgrade
MNT-000225,MCH-019,Plant-B,Predictive,Motor,2024-09-03,2024-02-15,12.76,2.87,1034.92,963.71,TECH-013,High,Completed,Lubrication,WO-0000225,Unexpected failure
MNT-000226,MCH-027,Plant-B,Preventive,Gearbox,2024-12-19,2024-06-06,1.45,3.49,1132.51,370.66,TECH-006,Critical,Scheduled,Unknown,WO-0000226,Unexpected failure
MNT-000227,MCH-044,Plant-B,Preventive,Valve,2024-02-10,2024-10-27,3.32,5.28,101.86,387.25,TECH-020,High,Cancelled,Corrosion,WO-0000227,Scheduled replacement
MNT-000228,MCH-007,Plant-C,Predictive,Gearbox,2024-03-13,2024-10-19,2.79,5.19,662.48,307.22,TECH-023,High,Completed,Overload,WO-0000228,Post-incident repair
MNT-000229,MCH-043,Plant-B,Emergency,Sensor,2024-09-26,2024-10-04,2.1,4.4,843.97,955.82,TECH-019,Low,Completed,Overload,WO-0000229,Unexpected failure
MNT-000230,MCH-005,Plant-C,Corrective,Belt,2024-05-23,2024-03-29,1.6,3.85,52.14,91.03,TECH-007,High,Completed,Corrosion,WO-0000230,Post-incident repair
MNT-000231,MCH-025,Plant-C,Corrective,Filter,2024-08-26,2024-11-24,0.64,4.7,937.13,333.52,TECH-006,Medium,Completed,Wear,WO-0000231,Scheduled replacement
MNT-000232,MCH-048,Plant-A,Preventive,Shaft,2024-09-21,2024-06-09,2.48,0.5,191.81,1523.42,TECH-017,High,Completed,Wear,WO-0000232,Unexpected failure
MNT-000233,MCH-009,Plant-A,Predictive,Bearing,2024-02-10,2024-01-25,0.5,2.73,99.04,92.93,TECH-021,Critical,Scheduled,Unknown,WO-0000233,Unexpected failure
MNT-000234,MCH-007,Plant-B,Preventive,Motor,2024-09-24,2024-09-30,1.89,3.51,1424.4,518.51,TECH-024,High,Completed,Misalignment,WO-0000234,Post-incident repair
MNT-000235,MCH-022,Plant-C,Preventive,Sensor,2024-11-08,2024-01-15,4.61,1.74,303.25,91.46,TECH-008,Low,Completed,Lubrication,WO-0000235,Post-incident repair
MNT-000236,MCH-050,Plant-B,Preventive,Coupling,2024-02-15,2024-01-25,20.9,5.03,809.23,379.93,TECH-006,High,Completed,Unknown,WO-0000236,Scheduled replacement
MNT-000237,MCH-008,Plant-C,Preventive,Gearbox,2024-05-05,2024-06-04,8.32,3.67,146.79,107.63,TECH-005,Medium,Completed,Misalignment,WO-0000237,Unexpected failure
MNT-000238,MCH-016,Plant-A,Corrective,Coupling,2024-08-29,2024-07-16,0.99,0.5,628.33,103.44,TECH-020,High,Completed,Wear,WO-0000238,Scheduled replacement
MNT-000239,MCH-005,Plant-B,Predictive,Shaft,2024-11-18,2024-04-06,0.71,5.21,118.64,263.23,TECH-023,Medium,Completed,Wear,WO-0000239,Post-incident repair
MNT-000240,MCH-006,Plant-C,Preventive,Gearbox,2024-12-05,2024-06-29,2.48,1.3,910.88,46.69,TECH-018,High,Completed,Corrosion,WO-0000240,Routine check
MNT-000241,MCH-030,Plant-A,Corrective,Pump,2024-12-08,2024-10-02,1.0,1.9,11.33,55.87,TECH-013,High,Cancelled,Unknown,WO-0000241,Upgrade
MNT-000242,MCH-008,Plant-B,Preventive,Coupling,2024-02-09,2024-01-27,2.12,1.16,545.9,437.96,TECH-017,Medium,Completed,Unknown,WO-0000242,Post-incident repair
MNT-000243,MCH-046,Plant-C,Corrective,Belt,2024-12-16,2024-12-16,28.36,6.2,221.43,70.91,TECH-022,High,Completed,Corrosion,WO-0000243,Scheduled replacement
MNT-000244,MCH-027,Plant-A,Overhaul,Motor,2024-11-20,2024-08-10,8.14,1.48,54.63,376.49,TECH-016,Medium,Completed,Wear,WO-0000244,Upgrade
MNT-000245,MCH-041,Plant-C,Preventive,Motor,2024-10-03,2024-09-17,3.87,7.88,57.18,1542.83,TECH-027,High,Completed,Unknown,WO-0000245,Post-incident repair
MNT-000246,MCH-003,Plant-A,Predictive,Shaft,2024-10-23,2024-09-25,2.56,6.64,448.44,261.05,TECH-019,Low,Completed,Corrosion,WO-0000246,Routine check
MNT-000247,MCH-037,Plant-A,Emergency,Coupling,2024-06-08,2024-04-01,2.59,2.38,125.51,195.07,TECH-027,Low,Scheduled,Lubrication,WO-0000247,Post-incident repair
MNT-000248,MCH-018,Plant-B,Predictive,Filter,2024-11-09,2024-09-17,11.41,1.21,77.53,91.79,TECH-003,Medium,Cancelled,Lubrication,WO-0000248,Unexpected failure
MNT-000249,MCH-036,Plant-A,Overhaul,Valve,2024-01-28,2024-07-08,0.74,0.5,149.98,595.49,TECH-005,Medium,Scheduled,Overload,WO-0000249,Unexpected failure
MNT-000250,MCH-020,Plant-A,Predictive,Pump,2024-06-24,2024-12-14,0.5,0.5,613.64,699.63,TECH-014,Medium,Completed,Unknown,WO-0000250,Unexpected failure
MNT-000251,MCH-017,Plant-B,Predictive,Valve,2024-09-30,2024-12-23,2.19,5.64,856.45,399.67,TECH-018,Medium,Cancelled,Misalignment,WO-0000251,Unexpected failure
MNT-000252,MCH-046,Plant-C,Preventive,Motor,2024-01-06,2024-01-23,2.43,2.94,1838.72,1609.06,TECH-022,Medium,Completed,Wear,WO-0000252,Routine check
MNT-000253,MCH-024,Plant-A,Corrective,Bearing,2024-08-28,2024-04-19,9.79,1.01,325.16,145.4,TECH-018,Low,Completed,Unknown,WO-0000253,Upgrade
MNT-000254,MCH-035,Plant-B,Preventive,Pump,2024-08-20,2024-02-20,12.66,0.63,278.51,125.83,TECH-011,Medium,Scheduled,Lubrication,WO-0000254,Scheduled replacement
MNT-000255,MCH-008,Plant-B,Predictive,Coupling,2024-09-19,2024-08-22,1.07,0.5,422.79,157.0,TECH-016,High,Cancelled,Corrosion,WO-0000255,Post-incident repair
MNT-000256,MCH-005,Plant-C,Preventive,Gearbox,2024-08-28,2024-04-05,0.95,1.66,332.97,1162.45,TECH-005,Medium,Completed,Lubrication,WO-0000256,Post-incident repair
MNT-000257,MCH-004,Plant-C,Corrective,Gearbox,2024-10-20,2024-04-23,3.22,1.29,269.29,1463.83,TECH-009,Medium,Completed,Corrosion,WO-0000257,Routine check
MNT-000258,MCH-036,Plant-A,Corrective,Sensor,2024-06-18,2024-12-30,16.13,1.74,1114.47,456.1,TECH-010,High,Scheduled,Unknown,WO-0000258,Routine check
MNT-000259,MCH-023,Plant-B,Corrective,Bearing,2024-08-03,2024-06-12,5.99,2.04,154.54,989.3,TECH-018,Medium,Completed,Wear,WO-0000259,Upgrade
MNT-000260,MCH-001,Plant-A,Preventive,Pump,2024-06-29,2024-02-07,0.5,3.09,579.31,3623.62,TECH-016,Low,Scheduled,Unknown,WO-0000260,Scheduled replacement
MNT-000261,MCH-007,Plant-A,Overhaul,Shaft,2024-05-30,2024-04-14,7.12,1.24,1598.46,79.53,TECH-004,Medium,In Progress,Misalignment,WO-0000261,Routine check
MNT-000262,MCH-017,Plant-B,Predictive,Sensor,2024-05-28,2024-09-10,8.03,0.5,463.53,206.11,TECH-016,Low,Completed,Wear,WO-0000262,Upgrade
MNT-000263,MCH-028,Plant-B,Preventive,Belt,2024-03-26,2024-04-15,1.59,1.93,63.99,1188.85,TECH-007,Critical,Completed,Lubrication,WO-0000263,Upgrade
MNT-000264,MCH-007,Plant-C,Preventive,Belt,2024-01-19,2024-10-19,1.55,2.45,501.5,480.33,TECH-014,High,In Progress,Wear,WO-0000264,Upgrade
MNT-000265,MCH-044,Plant-A,Overhaul,Belt,2024-12-21,2024-11-23,3.02,0.8,1041.07,651.62,TECH-002,High,In Progress,Unknown,WO-0000265,Routine check
MNT-000266,MCH-017,Plant-A,Corrective,Bearing,2024-11-01,2024-11-09,9.5,1.16,1186.64,153.81,TECH-017,Medium,In Progress,Corrosion,WO-0000266,Upgrade
MNT-000267,MCH-035,Plant-B,Predictive,Motor,2024-06-04,2024-01-08,0.74,3.75,395.57,480.17,TECH-015,Medium,Completed,Wear,WO-0000267,Scheduled replacement
MNT-000268,MCH-032,Plant-C,Predictive,Bearing,2024-10-15,2024-01-24,3.5,1.6,65.17,115.1,TECH-022,Medium,Completed,Corrosion,WO-0000268,Routine check
MNT-000269,MCH-025,Plant-C,Corrective,Bearing,2024-05-13,2024-07-14,2.69,1.78,98.85,429.4,TECH-008,Medium,Completed,Corrosion,WO-0000269,Upgrade
MNT-000270,MCH-017,Plant-B,Preventive,Sensor,2024-02-01,2024-04-15,1.6,3.1,391.59,305.36,TECH-011,High,Completed,Misalignment,WO-0000270,Post-incident repair
MNT-000271,MCH-033,Plant-C,Corrective,Valve,2024-11-18,2024-12-18,4.0,4.07,1285.98,434.4,TECH-023,Critical,Completed,Lubrication,WO-0000271,Routine check
MNT-000272,MCH-028,Plant-B,Corrective,Motor,2024-08-30,2024-02-29,1.82,2.29,856.68,1318.26,TECH-025,High,Completed,Lubrication,WO-0000272,Scheduled replacement
MNT-000273,MCH-034,Plant-B,Corrective,Coupling,2024-10-23,2024-05-28,0.5,3.16,301.68,96.45,TECH-005,Medium,Completed,Corrosion,WO-0000273,Upgrade
MNT-000274,MCH-040,Plant-B,Preventive,Sensor,2024-03-27,2024-01-03,8.11,5.07,321.38,358.28,TECH-027,Medium,Completed,Unknown,WO-0000274,Routine check
MNT-000275,MCH-011,Plant-B,Corrective,Filter,2024-10-20,2024-05-03,0.99,0.5,43.06,378.71,TECH-024,High,Completed,Overload,WO-0000275,Post-incident repair
MNT-000276,MCH-040,Plant-B,Predictive,Shaft,2024-01-27,2024-12-03,3.82,0.54,1488.33,203.2,TECH-012,Low,Scheduled,Overload,WO-0000276,Routine check
MNT-000277,MCH-010,Plant-A,Corrective,Coupling,2024-12-02,2024-06-18,16.34,2.99,674.07,273.18,TECH-020,Medium,In Progress,Overload,WO-0000277,Unexpected failure
MNT-000278,MCH-033,Plant-A,Predictive,Pump,2024-05-29,2024-03-31,1.16,9.66,225.3,90.45,TECH-017,Medium,Completed,Lubrication,WO-0000278,Post-incident repair
MNT-000279,MCH-005,Plant-A,Overhaul,Pump,2024-11-15,2024-07-18,2.66,0.5,75.99,134.02,TECH-014,Medium,Completed,Unknown,WO-0000279,Scheduled replacement
MNT-000280,MCH-038,Plant-B,Preventive,Coupling,2024-01-14,2024-04-26,4.39,1.04,190.09,53.4,TECH-009,High,Completed,Overload,WO-0000280,Scheduled replacement
MNT-000281,MCH-023,Plant-B,Corrective,Valve,2024-05-26,2024-07-09,10.1,1.0,1325.93,217.53,TECH-012,High,Completed,Corrosion,WO-0000281,Unexpected failure
MNT-000282,MCH-045,Plant-A,Corrective,Valve,2024-09-05,2024-07-24,8.26,0.5,225.56,540.24,TECH-029,High,Completed,Corrosion,WO-0000282,Unexpected failure
MNT-000283,MCH-022,Plant-B,Corrective,Pump,2024-02-12,2024-01-23,16.44,2.09,542.58,183.11,TECH-029,Medium,Scheduled,Wear,WO-0000283,Unexpected failure
MNT-000284,MCH-005,Plant-C,Predictive,Gearbox,2024-03-05,2024-03-20,3.5,3.0,1388.01,657.12,TECH-014,High,Completed,Wear,WO-0000284,Unexpected failure
MNT-000285,MCH-025,Plant-A,Predictive,Sensor,2024-09-15,2024-03-13,0.5,2.88,580.86,1222.26,TECH-004,Low,Completed,Corrosion,WO-0000285,Upgrade
MNT-000286,MCH-033,Plant-B,Corrective,Gearbox,2024-02-09,2024-11-02,0.58,10.01,811.84,96.86,TECH-003,Critical,Completed,Corrosion,WO-0000286,Upgrade
MNT-000287,MCH-037,Plant-B,Predictive,Motor,2024-05-22,2024-05-06,9.72,1.0,405.81,431.76,TECH-001,Medium,Scheduled,Overload,WO-0000287,Scheduled replacement
MNT-000288,MCH-005,Plant-A,Preventive,Motor,2024-05-09,2024-11-14,2.67,2.37,182.74,82.48,TECH-028,Medium,Completed,Unknown,WO-0000288,Routine check
MNT-000289,MCH-007,Plant-B,Preventive,Valve,2024-03-08,2024-12-08,1.53,0.5,483.28,45.54,TECH-016,High,Completed,Lubrication,WO-0000289,Unexpected failure
MNT-000290,MCH-002,Plant-A,Corrective,Filter,2024-11-11,2024-05-12,5.08,3.21,495.97,192.59,TECH-003,Medium,In Progress,Misalignment,WO-0000290,Scheduled replacement
MNT-000291,MCH-012,Plant-A,Preventive,Belt,2024-05-23,2024-08-04,12.61,5.56,832.45,489.18,TECH-029,Medium,Scheduled,Lubrication,WO-0000291,Unexpected failure
MNT-000292,MCH-046,Plant-C,Predictive,Bearing,2024-05-20,2024-12-14,5.1,8.61,57.97,402.57,TECH-026,Medium,Completed,Corrosion,WO-0000292,Upgrade
MNT-000293,MCH-046,Plant-C,Overhaul,Sensor,2024-05-11,2024-10-19,1.28,2.47,546.07,437.44,TECH-017,High,Scheduled,Overload,WO-0000293,Upgrade
MNT-000294,MCH-017,Plant-A,Corrective,Belt,2024-01-08,2024-12-29,0.76,3.59,173.54,1080.4,TECH-006,Medium,Completed,Unknown,WO-0000294,Post-incident repair
